# TOTAL_GENES = 18870
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BENPORATH_OCT4_TARGETS                   SET     273     0.068863     0.008223      0.05009     0.084609 BENPORATH_OCT4_TARGETS
BENPORATH_PRC2_TARGETS                   SET     582    -0.015304    -0.002646     0.038011      0.65638 BENPORATH_PRC2_TARGETS
BENPORATH_PROLIFERATION                  SET     145    -0.024349   -0.0021263     0.063238      0.64989 BENPORATH_PROLIFERATION
BENPORATH_SOX2_TARGETS                   SET     698     0.043019    0.0081194     0.031307     0.084715 BENPORATH_SOX2_TARGETS
BENPORATH_SUZ12_TARGETS                  SET     896    -0.011781   -0.0025054     0.030558      0.65007 BENPORATH_SUZ12_TARGETS
BERENJENO_ROCK_SIGNALING_NOT...1         SET      48    -0.083898   -0.0042261      0.12766      0.74448 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN
BERENJENO_ROCK_SIGNALING_NOT...2         SET      28     -0.10889   -0.0041916      0.14352      0.77599 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP
BERENJENO_TRANSFORMED_BY_RHO...1         SET     378    -0.019169   -0.0026858     0.041636      0.67738 BERENJENO_TRANSFORMED_BY_RHOA_DN
BERENJENO_TRANSFORMED_BY_RHO...2         SET      28      0.12664    0.0048749      0.15726      0.21032 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN
BERENJENO_TRANSFORMED_BY_RHO...3         SET      20    -0.025931  -0.00084377      0.20157      0.55118 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP
BERENJENO_TRANSFORMED_BY_RHO...4         SET      27      0.29259      0.01106      0.17344     0.045811 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN
BERENJENO_TRANSFORMED_BY_RHO...5         SET       8      0.20067    0.0041312       0.3399      0.27747 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP
BERENJENO_TRANSFORMED_BY_RHO...6         SET     521    0.0086828    0.0014227     0.034338      0.40019 BERENJENO_TRANSFORMED_BY_RHOA_UP
BERGER_MBD2_TARGETS                      SET       4      0.49723    0.0072387      0.43612      0.12713 BERGER_MBD2_TARGETS
BERNARD_PPAPDC1B_TARGETS_DN              SET      56    -0.055501   -0.0030191      0.10741      0.69733 BERNARD_PPAPDC1B_TARGETS_DN
BERNARD_PPAPDC1B_TARGETS_UP              SET      36     -0.15781   -0.0068866       0.1334      0.88159 BERNARD_PPAPDC1B_TARGETS_UP
BERTUCCI_INVASIVE_CARCINOMA_...1         SET      43    0.0092345   0.00044033      0.12263      0.46999 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN
BERTUCCI_INVASIVE_CARCINOMA_...2         SET      24      0.19924    0.0071011      0.17234      0.12384 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP
BERTUCCI_MEDULLARY_VS_DUCTAL...1         SET     162      0.03356    0.0030962     0.066466      0.30681 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN
BERTUCCI_MEDULLARY_VS_DUCTAL...2         SET     195    -0.014173   -0.0014333     0.058446       0.5958 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP
BHATI_G2M_ARREST_BY_2METHOXY...1         SET     117    0.0010203   8.0094e-05     0.075186      0.49459 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN
BHATI_G2M_ARREST_BY_2METHOXY...2         SET     111     0.045594    0.0034867     0.073182      0.26664 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP
