# MEAN_SAMPLE_SIZE = 74380
# TOTAL_GENES = 17852
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_MACROPHAGE_PROLIFERATION            SET       9      0.15101    0.0033899      0.42853      0.36227 GOBP_MACROPHAGE_PROLIFERATION
GOBP_MACROPINOCYTOSIS                    SET      10      0.03154   0.00074629      0.34791      0.46388 GOBP_MACROPINOCYTOSIS
GOBP_MAGNESIUM_ION_HOMEOSTAS...          SET      10     -0.51694    -0.012232      0.44331       0.8782 GOBP_MAGNESIUM_ION_HOMEOSTASIS
GOBP_MAGNESIUM_ION_TRANSPORT             SET      14     -0.31887   -0.0089264      0.37253      0.80398 GOBP_MAGNESIUM_ION_TRANSPORT
GOBP_MAINTENANCE_OF_ANIMAL_O...          SET       5     0.043645   0.00073034      0.71637      0.47571 GOBP_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY
GOBP_MAINTENANCE_OF_APICAL_B...          SET      10     -0.23499   -0.0055603      0.48558      0.68578 GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY
GOBP_MAINTENANCE_OF_BLOOD_BR...          SET      31      -0.3223    -0.013419      0.24423      0.90652 GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER
GOBP_MAINTENANCE_OF_CELL_NUM...          SET     166    -0.067817   -0.0065092      0.10084      0.74938 GOBP_MAINTENANCE_OF_CELL_NUMBER
GOBP_MAINTENANCE_OF_CELL_POL...          SET      16     0.016646   0.00049814      0.39109      0.48303 GOBP_MAINTENANCE_OF_CELL_POLARITY
GOBP_MAINTENANCE_OF_CENTROSO...          SET       6     -0.12067   -0.0022119      0.65731      0.57283 GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION
GOBP_MAINTENANCE_OF_DNA_REPE...          SET       7      -0.8018    -0.015874      0.48999      0.94911 GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS
GOBP_MAINTENANCE_OF_GASTROIN...          SET      21     -0.18379      -0.0063      0.31781      0.71847 GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM
GOBP_MAINTENANCE_OF_LENS_TRA...          SET       7     -0.80478    -0.015934      0.57432      0.91943 GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY
GOBP_MAINTENANCE_OF_LOCATION             SET     304    -0.050336   -0.0065126     0.076459      0.74484 GOBP_MAINTENANCE_OF_LOCATION
GOBP_MAINTENANCE_OF_LOCATION...          SET     206    -0.013551   -0.0014473     0.091636      0.55878 GOBP_MAINTENANCE_OF_LOCATION_IN_CELL
GOBP_MAINTENANCE_OF_ORGANELL...          SET      12      -0.2581   -0.0066896      0.36234      0.76186 GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION
GOBP_MAINTENANCE_OF_POSTSYNA...1         SET       4      0.69279     0.010369      0.60981      0.12797 GOBP_MAINTENANCE_OF_POSTSYNAPTIC_DENSITY_STRUCTURE
GOBP_MAINTENANCE_OF_POSTSYNA...2         SET       7     -0.48263   -0.0095555      0.41952      0.87501 GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE
GOBP_MAINTENANCE_OF_PRESYNAP...          SET       6       1.3699     0.025111      0.63872     0.015995 GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE
GOBP_MAINTENANCE_OF_PROTEIN_...1         SET      10     -0.44198    -0.010458      0.36619      0.88627 GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM
GOBP_MAINTENANCE_OF_PROTEIN_...2         SET      33    -0.060519   -0.0025996      0.19966      0.61909 GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE
GOBP_MAINTENANCE_OF_PROTEIN_...3         SET      74     0.089404    0.0057443      0.14663      0.27103 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION
GOBP_MAINTENANCE_OF_PROTEIN_...4         SET      52     0.022961    0.0012374      0.16657      0.44518 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL
GOBP_MAINTENANCE_OF_PROTEIN_...5         SET       7      0.27666    0.0054774      0.54768      0.30673 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION
GOBP_MAINTENANCE_OF_PROTEIN_...6         SET       4     -0.18976   -0.0028403      0.63333      0.61777 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION
GOBP_MAINTENANCE_OF_PROTEIN_...7         SET      19      0.14841    0.0048391      0.25678      0.28166 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS
GOBP_MAINTENANCE_OF_SISTER_C...          SET      10    -0.051194   -0.0012113      0.41463      0.54913 GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION
GOBP_MAINTENANCE_OF_SYNAPSE_...          SET      24      0.31708     0.011618      0.24948      0.10188 GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE
GOBP_MALATE_METABOLIC_PROCESS            SET       9     -0.24367   -0.0054699      0.40363      0.72697 GOBP_MALATE_METABOLIC_PROCESS
GOBP_MALE_GAMETE_GENERATION              SET     524    -0.051395   -0.0086753     0.055031      0.82482 GOBP_MALE_GAMETE_GENERATION
GOBP_MALE_GENITALIA_DEVELOPM...          SET      22     -0.82223    -0.028847      0.27154      0.99877 GOBP_MALE_GENITALIA_DEVELOPMENT
GOBP_MALE_MATING_BEHAVIOR                SET       6     -0.31823   -0.0058332      0.64261      0.68977 GOBP_MALE_MATING_BEHAVIOR
GOBP_MALE_MEIOSIS_I                      SET      24    -0.075082   -0.0027512      0.21709      0.63527 GOBP_MALE_MEIOSIS_I
GOBP_MALE_MEIOTIC_NUCLEAR_DI...          SET      47    -0.092696   -0.0047501      0.16766      0.70983 GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION
GOBP_MALE_SEX_DETERMINATION              SET      11      0.47692     0.011835      0.42407      0.13039 GOBP_MALE_SEX_DETERMINATION
GOBP_MALE_SEX_DIFFERENTIATION            SET     148     -0.31465    -0.028531      0.10809       0.9982 GOBP_MALE_SEX_DIFFERENTIATION
GOBP_MALONYL_COA_METABOLIC_P...          SET       5      -0.1528   -0.0025569      0.54457      0.61048 GOBP_MALONYL_COA_METABOLIC_PROCESS
GOBP_MAMMALIAN_OOGENESIS_STA...          SET      11     -0.52184     -0.01295      0.41095      0.89792 GOBP_MAMMALIAN_OOGENESIS_STAGE
GOBP_MAMMARY_GLAND_ALVEOLUS_...          SET      18     -0.31278   -0.0099271      0.35656      0.80981 GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT
GOBP_MAMMARY_GLAND_BRANCHING...          SET       6   -0.0030975  -5.6779e-05      0.52983      0.50233 GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY
GOBP_MAMMARY_GLAND_DEVELOPME...          SET     125     -0.14116    -0.011771      0.12051      0.87927 GOBP_MAMMARY_GLAND_DEVELOPMENT
GOBP_MAMMARY_GLAND_DUCT_MORP...          SET      28   -0.0059467  -0.00023533      0.26592      0.50892 GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS
GOBP_MAMMARY_GLAND_EPITHELIA...1         SET      17     -0.37063    -0.011432      0.32626      0.87202 GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION
GOBP_MAMMARY_GLAND_EPITHELIA...2         SET      23      -0.4254     -0.01526      0.28871      0.92968 GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION
GOBP_MAMMARY_GLAND_EPITHELIU...          SET      62     -0.37989    -0.022349      0.17465      0.98518 GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT
GOBP_MAMMARY_GLAND_FORMATION             SET       7     -0.31984   -0.0063324      0.56935      0.71286 GOBP_MAMMARY_GLAND_FORMATION
GOBP_MAMMARY_GLAND_INVOLUTION            SET       9     -0.17017     -0.00382      0.43811      0.65114 GOBP_MAMMARY_GLAND_INVOLUTION
GOBP_MAMMARY_GLAND_MORPHOGEN...          SET      43    -0.078201   -0.0038335      0.21277      0.64339 GOBP_MAMMARY_GLAND_MORPHOGENESIS
GOBP_MANCHETTE_ASSEMBLY                  SET       6     -0.29027   -0.0053208      0.42268      0.75388 GOBP_MANCHETTE_ASSEMBLY
GOBP_MANGANESE_ION_TRANSMEMB...          SET      10      0.62471     0.014782      0.36628     0.044056 GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT
GOBP_MANNOSE_METABOLIC_PROCE...          SET       8     -0.24574   -0.0052011      0.38546       0.7381 GOBP_MANNOSE_METABOLIC_PROCESS
GOBP_MANNOSYLATION                       SET      29     -0.42004    -0.016916      0.22521       0.9689 GOBP_MANNOSYLATION
GOBP_MAPK_CASCADE                        SET     691    -0.086562    -0.016698     0.052809       0.9494 GOBP_MAPK_CASCADE
GOBP_MARGINAL_ZONE_B_CELL_DI...          SET       7     -0.39798   -0.0078793      0.51637      0.77956 GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION
GOBP_MAST_CELL_ACTIVATION                SET      63     0.069616    0.0041284      0.16598      0.33745 GOBP_MAST_CELL_ACTIVATION
GOBP_MAST_CELL_CHEMOTAXIS                SET      10     -0.31108   -0.0073608      0.44504      0.75772 GOBP_MAST_CELL_CHEMOTAXIS
GOBP_MAST_CELL_CYTOKINE_PROD...          SET       6      0.30496      0.00559      0.54917      0.28934 GOBP_MAST_CELL_CYTOKINE_PRODUCTION
GOBP_MAST_CELL_DIFFERENTIATI...          SET       5     -0.27624   -0.0046225      0.63023      0.66942 GOBP_MAST_CELL_DIFFERENTIATION
GOBP_MAST_CELL_MEDIATED_IMMU...          SET      52      0.12686    0.0068368      0.17782       0.2378 GOBP_MAST_CELL_MEDIATED_IMMUNITY
GOBP_MAST_CELL_MIGRATION                 SET      13     -0.45081    -0.012161      0.38259      0.88065 GOBP_MAST_CELL_MIGRATION
GOBP_MAST_CELL_PROLIFERATION             SET       6     -0.46949    -0.008606      0.66706      0.75922 GOBP_MAST_CELL_PROLIFERATION
GOBP_MATERNAL_PLACENTA_DEVEL...          SET      29      -0.3392    -0.013661      0.24148      0.91993 GOBP_MATERNAL_PLACENTA_DEVELOPMENT
GOBP_MATERNAL_PROCESS_INVOLV...1         SET      48     -0.20742    -0.010741      0.18928      0.86342 GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY
GOBP_MATERNAL_PROCESS_INVOLV...2         SET       5     -0.48785   -0.0081636      0.60554      0.78977 GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION
GOBP_MATURATION_OF_5_8S_RRNA             SET      32     0.048275    0.0020421      0.23438      0.41841 GOBP_MATURATION_OF_5_8S_RRNA
GOBP_MATURATION_OF_5_8S_RRNA...          SET      23    0.0051898   0.00018617      0.26596      0.49222 GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURATION_OF_LSU_RRNA              SET      18     -0.26855   -0.0085235      0.29991      0.81472 GOBP_MATURATION_OF_LSU_RRNA
GOBP_MATURATION_OF_LSU_RRNA_...          SET      12     -0.33343    -0.008642      0.34609      0.83232 GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURATION_OF_SSU_RRNA              SET      49       0.2051     0.010731      0.15558     0.093706 GOBP_MATURATION_OF_SSU_RRNA
GOBP_MATURATION_OF_SSU_RRNA_...          SET      35      0.19301    0.0085378      0.18892      0.15349 GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURE_B_CELL_DIFFERENT...1         SET      32    0.0043397   0.00018358      0.25554      0.49323 GOBP_MATURE_B_CELL_DIFFERENTIATION
GOBP_MATURE_B_CELL_DIFFERENT...2         SET      27     -0.13065   -0.0050773      0.27887      0.68029 GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MATURE_CONVENTIONAL_DEN...          SET       5     -0.61814    -0.010344      0.67751      0.81921 GOBP_MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION
GOBP_MDA_5_SIGNALING_PATHWAY             SET      10      0.43369     0.010262      0.38343      0.12902 GOBP_MDA_5_SIGNALING_PATHWAY
GOBP_MECHANORECEPTOR_DIFFERE...          SET      61    -0.016089  -0.00093891      0.16698      0.53838 GOBP_MECHANORECEPTOR_DIFFERENTIATION
GOBP_MECHANOSENSORY_BEHAVIOR             SET      13      0.33645    0.0090761      0.37397      0.18416 GOBP_MECHANOSENSORY_BEHAVIOR
GOBP_MEDIUM_CHAIN_FATTY_ACID...1         SET       5       1.1552      0.01933       0.6032     0.027753 GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACID...2         SET       5      0.61333     0.010263      0.60021      0.15343 GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACID...3         SET      14     -0.10354   -0.0028985      0.33032      0.62303 GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACYL...          SET       6     -0.15205   -0.0027871      0.51056      0.61707 GOBP_MEDIUM_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS
GOBP_MEGAKARYOCYTE_DEVELOPME...          SET      19     -0.13667   -0.0044565      0.28161      0.68627 GOBP_MEGAKARYOCYTE_DEVELOPMENT
GOBP_MEGAKARYOCYTE_DIFFERENT...          SET      49     -0.43729    -0.022879      0.17433      0.99393 GOBP_MEGAKARYOCYTE_DIFFERENTIATION
GOBP_MEIOSIS_II_CELL_CYCLE_P...          SET      12     -0.30999   -0.0080347      0.34184      0.81775 GOBP_MEIOSIS_II_CELL_CYCLE_PROCESS
GOBP_MEIOSIS_I_CELL_CYCLE_PR...          SET     123    -0.046067   -0.0038108      0.11111      0.66079 GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS
GOBP_MEIOTIC_CELL_CYCLE                  SET     253    -0.030677   -0.0036261     0.077766      0.65338 GOBP_MEIOTIC_CELL_CYCLE
GOBP_MEIOTIC_CELL_CYCLE_CHEC...          SET       8     0.041392   0.00087605      0.41798      0.46056 GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING
GOBP_MEIOTIC_CELL_CYCLE_PHAS...          SET       9      0.11652    0.0026156      0.42083      0.39094 GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION
GOBP_MEIOTIC_CELL_CYCLE_PROC...1         SET     195    -0.041889   -0.0043541     0.088151      0.68267 GOBP_MEIOTIC_CELL_CYCLE_PROCESS
GOBP_MEIOTIC_CELL_CYCLE_PROC...2         SET       6       0.1865    0.0034187      0.48099       0.3491 GOBP_MEIOTIC_CELL_CYCLE_PROCESS_INVOLVED_IN_OOCYTE_MATURATION
GOBP_MEIOTIC_CHROMOSOME_COND...          SET       5     -0.16319   -0.0027307      0.43801      0.64526 GOBP_MEIOTIC_CHROMOSOME_CONDENSATION
GOBP_MEIOTIC_CHROMOSOME_SEGR...          SET      99     -0.18505    -0.013743       0.1303      0.92221 GOBP_MEIOTIC_CHROMOSOME_SEGREGATION
GOBP_MEIOTIC_CHROMOSOME_SEPA...          SET       6      0.27572     0.005054      0.52983       0.3014 GOBP_MEIOTIC_CHROMOSOME_SEPARATION
GOBP_MEIOTIC_CYTOKINESIS                 SET       8     -0.36638   -0.0077543      0.54671      0.74861 GOBP_MEIOTIC_CYTOKINESIS
GOBP_MEIOTIC_DNA_DOUBLE_STRA...          SET       7     -0.91547    -0.018125      0.51401      0.96254 GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION
GOBP_MEIOTIC_SPINDLE_ASSEMBLY            SET       8     0.033663   0.00071248      0.45894      0.47076 GOBP_MEIOTIC_SPINDLE_ASSEMBLY
GOBP_MEIOTIC_SPINDLE_ORGANIZ...          SET      11      0.54119      0.01343      0.38646      0.08071 GOBP_MEIOTIC_SPINDLE_ORGANIZATION
GOBP_MEIOTIC_TELOMERE_CLUSTE...          SET       9     -0.91742    -0.020594      0.42571      0.98441 GOBP_MEIOTIC_TELOMERE_CLUSTERING
GOBP_MELANOCYTE_DIFFERENTIAT...          SET      22     -0.12917   -0.0045319      0.34158      0.64734 GOBP_MELANOCYTE_DIFFERENTIATION
GOBP_MELANOCYTE_PROLIFERATION            SET       5     -0.59139   -0.0098962      0.52384      0.87054 GOBP_MELANOCYTE_PROLIFERATION
GOBP_MELANOSOME_ASSEMBLY                 SET      16      0.58468     0.017496      0.32625     0.036566 GOBP_MELANOSOME_ASSEMBLY
GOBP_MEMBRANE_BIOGENESIS                 SET      55   0.00020514   1.1369e-05      0.17703      0.49954 GOBP_MEMBRANE_BIOGENESIS
GOBP_MEMBRANE_DEPOLARIZATION             SET      63     0.097987    0.0058108      0.18853      0.30163 GOBP_MEMBRANE_DEPOLARIZATION
GOBP_MEMBRANE_DEPOLARIZATION...1         SET      22     0.090376    0.0031708      0.31434      0.38686 GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL
GOBP_MEMBRANE_DEPOLARIZATION...2         SET       5      0.98199     0.016432      0.68893     0.077034 GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_DEPOLARIZATION...3         SET       5      0.35545    0.0059481      0.69172      0.30368 GOBP_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_DISASSEMBLY                SET      11       0.6649       0.0165      0.38288     0.041239 GOBP_MEMBRANE_DISASSEMBLY
GOBP_MEMBRANE_DOCKING                    SET      87   -0.0042569  -0.00029646      0.13268       0.5128 GOBP_MEMBRANE_DOCKING
GOBP_MEMBRANE_FISSION                    SET      41    -0.020768  -0.00099416      0.20142      0.54106 GOBP_MEMBRANE_FISSION
GOBP_MEMBRANE_FUSION                     SET     167     0.032765    0.0031543     0.097521      0.36844 GOBP_MEMBRANE_FUSION
GOBP_MEMBRANE_FUSION_INVOLVE...          SET       5     -0.85433    -0.014296      0.68552      0.89365 GOBP_MEMBRANE_FUSION_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL
GOBP_MEMBRANE_HYPERPOLARIZAT...          SET       8     -0.63369    -0.013412      0.53681      0.88108 GOBP_MEMBRANE_HYPERPOLARIZATION
GOBP_MEMBRANE_INVAGINATION               SET      59     -0.10214   -0.0058621      0.17128      0.72452 GOBP_MEMBRANE_INVAGINATION
GOBP_MEMBRANE_LIPID_BIOSYNTH...          SET     139    -0.041683   -0.0036639      0.11015      0.64744 GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS
GOBP_MEMBRANE_LIPID_CATABOLI...          SET      33    -0.064708   -0.0027796      0.22418      0.61357 GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS
GOBP_MEMBRANE_LIPID_METABOLI...          SET     193     -0.02394   -0.0024758     0.095985      0.59848 GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS
GOBP_MEMBRANE_ORGANIZATION               SET     724     0.071257     0.014057     0.048013     0.068898 GOBP_MEMBRANE_ORGANIZATION
GOBP_MEMBRANE_PROTEIN_ECTODO...          SET      41    -0.060239   -0.0028836      0.21384      0.61091 GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
GOBP_MEMBRANE_PROTEIN_INTRAC...          SET      11      0.10734    0.0026638      0.35261       0.3804 GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS
GOBP_MEMBRANE_PROTEIN_PROTEO...          SET      51     0.020065    0.0010709      0.18414      0.45662 GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS
GOBP_MEMBRANE_RAFT_ASSEMBLY              SET       8      0.53705     0.011367      0.46659      0.12487 GOBP_MEMBRANE_RAFT_ASSEMBLY
GOBP_MEMBRANE_RAFT_LOCALIZAT...          SET       8      0.11975    0.0025345       0.4976      0.40491 GOBP_MEMBRANE_RAFT_LOCALIZATION
GOBP_MEMBRANE_RAFT_ORGANIZAT...          SET      23    0.0034042   0.00012211      0.29481      0.49539 GOBP_MEMBRANE_RAFT_ORGANIZATION
GOBP_MEMBRANE_REPOLARIZATION             SET      43     -0.16479   -0.0080782      0.21525      0.77803 GOBP_MEMBRANE_REPOLARIZATION
GOBP_MEMBRANE_REPOLARIZATION...1         SET      25    -0.014748  -0.00055154       0.2899      0.52029 GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL
GOBP_MEMBRANE_REPOLARIZATION...2         SET       5     -0.79953    -0.013379      0.68204      0.87944 GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_REPOLARIZATION...3         SET      20     0.046873    0.0015681      0.34614      0.44614 GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_REPOLARIZATION...4         SET      13      0.14334    0.0038668      0.41257      0.36414 GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_MEMBRANE_TO_MEMBRANE_DO...          SET       4    -0.070036   -0.0010483      0.62112      0.54489 GOBP_MEMBRANE_TO_MEMBRANE_DOCKING
GOBP_MEMBRANOUS_SEPTUM_MORPH...          SET       7     -0.14396   -0.0028502      0.55536      0.60227 GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS
GOBP_MEMORY                              SET     114    -0.046365   -0.0036934      0.12485      0.64482 GOBP_MEMORY
GOBP_MESANGIAL_CELL_DEVELOPM...          SET       5    -0.082705    -0.001384      0.57183       0.5575 GOBP_MESANGIAL_CELL_DEVELOPMENT
GOBP_MESANGIAL_CELL_DIFFEREN...          SET       6     -0.25746   -0.0047193      0.53748      0.68403 GOBP_MESANGIAL_CELL_DIFFERENTIATION
GOBP_MESENCHYMAL_CELL_APOPTO...          SET      12    -0.080043   -0.0020746      0.43741       0.5726 GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS
GOBP_MESENCHYMAL_CELL_DEVELO...          SET       6      -1.1521    -0.021118       0.6054      0.97147 GOBP_MESENCHYMAL_CELL_DEVELOPMENT
GOBP_MESENCHYMAL_CELL_DIFFER...1         SET     230     0.057417    0.0064753     0.091644      0.26549 GOBP_MESENCHYMAL_CELL_DIFFERENTIATION
GOBP_MESENCHYMAL_CELL_DIFFER...2         SET       7     -0.34856    -0.006901      0.47228      0.76975 GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT
GOBP_MESENCHYMAL_CELL_MIGRAT...          SET      55     -0.15925   -0.0088258      0.18374      0.80694 GOBP_MESENCHYMAL_CELL_MIGRATION
GOBP_MESENCHYMAL_CELL_PROLIF...1         SET      41     -0.27775    -0.013296      0.22606      0.89039 GOBP_MESENCHYMAL_CELL_PROLIFERATION
GOBP_MESENCHYMAL_CELL_PROLIF...2         SET       6      -1.0997    -0.020157      0.61113      0.96401 GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT
GOBP_MESENCHYMAL_EPITHELIAL_...          SET       7     -0.43281   -0.0085691      0.53807       0.7894 GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING
GOBP_MESENCHYMAL_STEM_CELL_D...          SET      11     -0.27352   -0.0067877      0.40273      0.75148 GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION
GOBP_MESENCHYMAL_STEM_CELL_M...          SET       5      0.30065    0.0050309      0.68924      0.33135 GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS
GOBP_MESENCHYMAL_STEM_CELL_P...          SET       5     -0.54089   -0.0090511      0.58306      0.82321 GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION
GOBP_MESENCHYMAL_TO_EPITHELI...1         SET      18     0.050521    0.0016034      0.33266      0.43965 GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION
GOBP_MESENCHYMAL_TO_EPITHELI...2         SET      11     -0.17134   -0.0042521      0.45965      0.64534 GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS
GOBP_MESENCHYME_DEVELOPMENT              SET     284      0.15465      0.01935     0.082119     0.029844 GOBP_MESENCHYME_DEVELOPMENT
GOBP_MESENCHYME_MIGRATION                SET       5      0.97925     0.016387      0.57655     0.044719 GOBP_MESENCHYME_MIGRATION
GOBP_MESENCHYME_MORPHOGENESIS            SET      59      0.42926     0.024637      0.18586     0.010462 GOBP_MESENCHYME_MORPHOGENESIS
GOBP_MESENDODERM_DEVELOPMENT             SET       6     -0.26427   -0.0048442      0.64367       0.6593 GOBP_MESENDODERM_DEVELOPMENT
GOBP_MESODERMAL_CELL_DIFFERE...          SET      32    -0.063635   -0.0026918      0.23321      0.60752 GOBP_MESODERMAL_CELL_DIFFERENTIATION
GOBP_MESODERMAL_CELL_FATE_CO...          SET      18       0.1423    0.0045163      0.29991      0.31759 GOBP_MESODERMAL_CELL_FATE_COMMITMENT
GOBP_MESODERMAL_CELL_FATE_SP...          SET      13      0.48716     0.013142      0.34464     0.078759 GOBP_MESODERMAL_CELL_FATE_SPECIFICATION
GOBP_MESODERMAL_CELL_MIGRATI...          SET       4      0.71685      0.01073      0.64972      0.13495 GOBP_MESODERMAL_CELL_MIGRATION
GOBP_MESODERM_DEVELOPMENT                SET     114     0.089184    0.0071043      0.12825      0.24341 GOBP_MESODERM_DEVELOPMENT
GOBP_MESODERM_MORPHOGENESIS              SET      70      0.20457     0.012785      0.16465      0.10704 GOBP_MESODERM_MORPHOGENESIS
GOBP_MESONEPHRIC_DUCT_DEVELO...          SET       5     -0.70313    -0.011766      0.50789      0.91688 GOBP_MESONEPHRIC_DUCT_DEVELOPMENT
GOBP_MESONEPHRIC_TUBULE_FORM...          SET       9      0.40035    0.0089871      0.49478      0.20922 GOBP_MESONEPHRIC_TUBULE_FORMATION
GOBP_MESONEPHRIC_TUBULE_MORP...          SET      59     -0.15945   -0.0091516      0.18356      0.80747 GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS
GOBP_MESONEPHROS_DEVELOPMENT             SET      93     -0.02683   -0.0019315      0.14707      0.57238 GOBP_MESONEPHROS_DEVELOPMENT
GOBP_METANEPHRIC_COLLECTING_...          SET       9      0.23745    0.0053303      0.50214      0.31815 GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT
GOBP_METANEPHRIC_DISTAL_TUBU...          SET       6     0.043961   0.00080582      0.55875      0.46865 GOBP_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT
GOBP_METANEPHRIC_EPITHELIUM_...          SET      21     0.026066   0.00089351      0.29373      0.46464 GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT
