ancestry	run_label_raw	run_relative_path	run_key	canonical_label_auto	canonical_label_status_auto	canonical_label_final	canonical_label_status_final	result_type	source_file	VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	expected_magma_type	included_in_correction	p_numeric	n_tests_in_file	bonferroni_threshold	p_bh	significant_bonferroni	significant_fdr	p_rank_within_file	beta_numeric	positive_beta	significant_bonferroni_positive	significant_fdr_positive
EUR	MDD	MDD	EUR/MDD	MDD	inferred_exact	MDD	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/MDD/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Pituitary	COVAR	17002	0.044252	0.08208	0.011323	4.6702e-05	Pituitary	COVAR	True	4.6702e-05	54	0.000925925925925926	0.00021015900000000002	True	True	12.0	0.044252	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Amygdala	COVAR	17211	0.065987	0.11226	0.0098594	1.1314e-11	Brain_Amygdala	COVAR	True	1.1314e-11	54	0.000925925925925926	6.7884e-11	True	True	9.0	0.065987	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Anterior_cingulate_cor...	COVAR	17211	0.073476	0.1296	0.0090756	3.0439e-16	Brain_Anterior_cingulate_cortex_BA24	COVAR	True	3.0439e-16	54	0.000925925925925926	3.287412e-15	True	True	5.0	0.073476	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Caudate_basal_ganglia	COVAR	17211	0.066646	0.11495	0.009903	8.7818e-12	Brain_Caudate_basal_ganglia	COVAR	True	8.7818e-12	54	0.000925925925925926	5.927715e-11	True	True	8.0	0.066646	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Cerebellar_Hemisphere	COVAR	17211	0.074842	0.14999	0.0076537	8.0591e-23	Brain_Cerebellar_Hemisphere	COVAR	True	8.0591e-23	54	0.000925925925925926	3.6258299999999996e-21	True	True	1.0	0.074842	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Cerebellum	COVAR	17211	0.076704	0.15206	0.0078863	1.3429e-22	Brain_Cerebellum	COVAR	True	1.3429e-22	54	0.000925925925925926	3.6258299999999996e-21	True	True	2.0	0.076704	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Cortex	COVAR	17211	0.078525	0.14299	0.0089564	1.0039e-18	Brain_Cortex	COVAR	True	1.0039e-18	54	0.000925925925925926	1.3552649999999999e-17	True	True	4.0	0.078525	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Frontal_Cortex_BA9	COVAR	17211	0.078606	0.14461	0.0086423	5.2549e-20	Brain_Frontal_Cortex_BA9	COVAR	True	5.2549e-20	54	0.000925925925925926	9.45882e-19	True	True	3.0	0.078606	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Hippocampus	COVAR	17211	0.071631	0.12113	0.010027	4.7333e-13	Brain_Hippocampus	COVAR	True	4.7333e-13	54	0.000925925925925926	4.25997e-12	True	True	6.0	0.071631	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Hypothalamus	COVAR	17211	0.068002	0.11684	0.010225	1.5071e-11	Brain_Hypothalamus	COVAR	True	1.5071e-11	54	0.000925925925925926	8.13834e-11	True	True	10.0	0.068002	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Nucleus_accumbens_basa...	COVAR	17211	0.067189	0.11641	0.0095645	1.1146e-12	Brain_Nucleus_accumbens_basal_ganglia	COVAR	True	1.1146e-12	54	0.000925925925925926	8.598342857142856e-12	True	True	7.0	0.067189	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Putamen_basal_ganglia	COVAR	17211	0.061681	0.10483	0.0099754	3.2158e-10	Brain_Putamen_basal_ganglia	COVAR	True	3.2158e-10	54	0.000925925925925926	1.5786654545454545e-09	True	True	11.0	0.061681	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Spinal_cord_cervical_c...	COVAR	17211	0.048335	0.086741	0.010886	4.5232e-06	Brain_Spinal_cord_cervical_c-1	COVAR	True	4.5232e-06	54	0.000925925925925926	1.7446628571428575e-05	True	True	14.0	0.048335	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Brain_Substantia_nigra	COVAR	17211	0.052719	0.090626	0.010832	5.7154e-07	Brain_Substantia_nigra	COVAR	True	5.7154e-07	54	0.000925925925925926	2.3740892307692304e-06	True	True	13.0	0.052719	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	gtex_v8_specific_tissue	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma_exp_gtex_v8_ts_avg_log2TPM.gsa.out	Pituitary	COVAR	17211	0.06076	0.11303	0.011217	3.0792e-08	Pituitary	COVAR	True	3.0792e-08	54	0.000925925925925926	1.3856400000000002e-07	True	True	12.0	0.06076	True	True	True
