# MEAN_SAMPLE_SIZE = 55413
# TOTAL_GENES = 18952
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_ALPHA_BETA_T_CELL_PROLI...          SET      43    -0.073434    -0.003494      0.20019      0.64312 GOBP_ALPHA_BETA_T_CELL_PROLIFERATION
GOBP_ALPHA_KETOGLUTARATE_TRA...          SET       6     -0.68087    -0.012113      0.53504      0.89841 GOBP_ALPHA_KETOGLUTARATE_TRANSPORT
GOBP_ALPHA_LINOLENIC_ACID_ME...          SET       9      0.17196    0.0037465      0.38426      0.32726 GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS
GOBP_ALTERNATIVE_MRNA_SPLICI...          SET      66      0.46881     0.027618      0.14795   0.00076704 GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME
GOBP_AMACRINE_CELL_DIFFERENT...          SET      12    -0.029788  -0.00074935       0.3979      0.52984 GOBP_AMACRINE_CELL_DIFFERENTIATION
GOBP_AMEBOIDAL_TYPE_CELL_MIG...          SET     410   -0.0011278  -0.00016408     0.063828      0.50705 GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION
GOBP_AMELOBLAST_DIFFERENTIAT...          SET       5      0.17236    0.0027993      0.55852      0.37881 GOBP_AMELOBLAST_DIFFERENTIATION
GOBP_AMELOGENESIS                        SET      23     -0.25886   -0.0090124      0.25228      0.84756 GOBP_AMELOGENESIS
GOBP_AMIDE_BIOSYNTHETIC_PROC...          SET     799     0.065808     0.013225     0.041611     0.056888 GOBP_AMIDE_BIOSYNTHETIC_PROCESS
GOBP_AMIDE_CATABOLIC_PROCESS             SET      20    -0.076249   -0.0024757      0.27945      0.60752 GOBP_AMIDE_CATABOLIC_PROCESS
GOBP_AMIDE_METABOLIC_PROCESS             SET    1074     0.058131     0.013441     0.036814     0.057173 GOBP_AMIDE_METABOLIC_PROCESS
GOBP_AMIDE_TRANSPORT                     SET     333    -0.032737   -0.0043013     0.069829       0.6804 GOBP_AMIDE_TRANSPORT
GOBP_AMINE_BIOSYNTHETIC_PROC...          SET      36   0.00020321   8.8484e-06      0.19259      0.49958 GOBP_AMINE_BIOSYNTHETIC_PROCESS
GOBP_AMINE_CATABOLIC_PROCESS             SET      13    0.0033876   8.8696e-05       0.3977       0.4966 GOBP_AMINE_CATABOLIC_PROCESS
GOBP_AMINE_METABOLIC_PROCESS             SET     104     -0.13947    -0.010304       0.1201      0.87724 GOBP_AMINE_METABOLIC_PROCESS
GOBP_AMINE_TRANSPORT                     SET     102     -0.05198   -0.0038032       0.1279      0.65777 GOBP_AMINE_TRANSPORT
GOBP_AMINOACYL_TRNA_METABOLI...          SET      12     0.014725   0.00037043      0.32651      0.48201 GOBP_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY
GOBP_AMINOGLYCAN_BIOSYNTHETI...          SET      73     0.021756    0.0013477      0.15157      0.44294 GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS
GOBP_AMINOGLYCAN_CATABOLIC_P...          SET      33     -0.12344   -0.0051466      0.21048      0.72122 GOBP_AMINOGLYCAN_CATABOLIC_PROCESS
GOBP_AMINOGLYCAN_METABOLIC_P...          SET     122     -0.12397   -0.0099147      0.11711       0.8551 GOBP_AMINOGLYCAN_METABOLIC_PROCESS
GOBP_AMINOGLYCOSIDE_ANTIBIOT...          SET      10      -0.4674    -0.010734      0.42094      0.86657 GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS
GOBP_AMINOPHOSPHOLIPID_TRANS...1         SET       6      -1.8018    -0.032055      0.64592      0.99736 GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION
GOBP_AMINOPHOSPHOLIPID_TRANS...2         SET       8     -0.43087   -0.0088508      0.52539      0.79391 GOBP_AMINOPHOSPHOLIPID_TRANSPORT
GOBP_AMINO_ACID_ACTIVATION               SET      44    -0.038562    -0.001856      0.17282      0.58828 GOBP_AMINO_ACID_ACTIVATION
GOBP_AMINO_ACID_BETAINE_BIOS...          SET       5     -0.31104   -0.0050515        0.595      0.69942 GOBP_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS
GOBP_AMINO_ACID_BETAINE_META...          SET      17     -0.20348   -0.0060916      0.31752      0.73918 GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS
GOBP_AMINO_ACID_BETAINE_TRAN...          SET      12     -0.14839   -0.0037327      0.35976      0.65999 GOBP_AMINO_ACID_BETAINE_TRANSPORT
GOBP_AMINO_ACID_BIOSYNTHETIC...          SET      75    -0.067487   -0.0042371      0.13912      0.68619 GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS
GOBP_AMINO_ACID_CATABOLIC_PR...          SET     107     -0.23756      -0.0178      0.11836      0.97762 GOBP_AMINO_ACID_CATABOLIC_PROCESS
GOBP_AMINO_ACID_IMPORT_ACROS...          SET      45     -0.13039   -0.0063463      0.18755      0.75654 GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_AMINO_ACID_METABOLIC_PR...          SET     277    -0.084053    -0.010087     0.073117      0.87483 GOBP_AMINO_ACID_METABOLIC_PROCESS
GOBP_AMINO_ACID_NEUROTRANSMI...          SET      10        0.272    0.0062464      0.41322       0.2552 GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE
GOBP_AMINO_ACID_SALVAGE                  SET       7     -0.62137     -0.01194      0.47394      0.90507 GOBP_AMINO_ACID_SALVAGE
GOBP_AMINO_ACID_TRANSMEMBRAN...          SET      93     -0.26114    -0.018249      0.13184      0.97618 GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT
GOBP_AMINO_ACID_TRANSPORT                SET     138     -0.15997    -0.013601      0.11018      0.92674 GOBP_AMINO_ACID_TRANSPORT
GOBP_AMINO_SUGAR_BIOSYNTHETI...          SET      11      0.32408    0.0078057      0.32156      0.15677 GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS
GOBP_AMINO_SUGAR_CATABOLIC_P...          SET      14      -0.4143    -0.011256      0.33838      0.88958 GOBP_AMINO_SUGAR_CATABOLIC_PROCESS
GOBP_AMINO_SUGAR_METABOLIC_P...          SET      40      0.15722    0.0072154      0.19065      0.20479 GOBP_AMINO_SUGAR_METABOLIC_PROCESS
GOBP_AMMONIUM_HOMEOSTASIS                SET       5     -0.08889   -0.0014437      0.54662      0.56459 GOBP_AMMONIUM_HOMEOSTASIS
GOBP_AMMONIUM_ION_METABOLIC_...          SET      22      0.39389     0.013413      0.28806      0.08576 GOBP_AMMONIUM_ION_METABOLIC_PROCESS
GOBP_AMMONIUM_TRANSMEMBRANE_...          SET      12     -0.17525   -0.0044086      0.32155      0.70713 GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT
GOBP_AMPA_GLUTAMATE_RECEPTOR...          SET       9        1.164      0.02536      0.43377    0.0036467 GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING
GOBP_AMP_BIOSYNTHETIC_PROCESS            SET      12      0.08703    0.0021893      0.35545      0.40329 GOBP_AMP_BIOSYNTHETIC_PROCESS
GOBP_AMP_CATABOLIC_PROCESS               SET       5     -0.23565   -0.0038272      0.57626       0.6587 GOBP_AMP_CATABOLIC_PROCESS
GOBP_AMP_METABOLIC_PROCESS               SET      23     0.045096    0.0015701      0.26448      0.43231 GOBP_AMP_METABOLIC_PROCESS
GOBP_AMP_SALVAGE                         SET       4      0.51698    0.0075101        0.744      0.24357 GOBP_AMP_SALVAGE
GOBP_AMYGDALA_DEVELOPMENT                SET       5       0.4604    0.0074773      0.63953       0.2358 GOBP_AMYGDALA_DEVELOPMENT
GOBP_AMYLIN_RECEPTOR_SIGNALI...          SET       6     -0.83238    -0.014809      0.56587      0.92934 GOBP_AMYLIN_RECEPTOR_SIGNALING_PATHWAY
GOBP_AMYLOID_BETA_CLEARANCE              SET      37      0.06947    0.0030666       0.2077      0.36901 GOBP_AMYLOID_BETA_CLEARANCE
GOBP_AMYLOID_BETA_CLEARANCE_...1         SET       8     -0.11315   -0.0023243      0.41411      0.60766 GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS
GOBP_AMYLOID_BETA_CLEARANCE_...2         SET       7      0.34325    0.0065957      0.49121      0.24235 GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS
GOBP_AMYLOID_BETA_METABOLIC_...          SET      51      0.18268    0.0094641      0.16627      0.13596 GOBP_AMYLOID_BETA_METABOLIC_PROCESS
GOBP_AMYLOID_FIBRIL_FORMATION            SET      35      0.30783     0.013217        0.205     0.066606 GOBP_AMYLOID_FIBRIL_FORMATION
GOBP_AMYLOID_PRECURSOR_PROTE...1         SET      12      0.53291     0.013406      0.34665      0.06212 GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS
GOBP_AMYLOID_PRECURSOR_PROTE...2         SET      54      0.11606    0.0061866      0.16298       0.2382 GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS
GOBP_AMYLOID_PRECURSOR_PROTE...3         SET      69      0.22398      0.01349      0.14519     0.061468 GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS
GOBP_ANAGEN                              SET       5     -0.36348   -0.0059032      0.59037      0.73094 GOBP_ANAGEN
GOBP_ANAPHASE_PROMOTING_COMP...          SET      24      0.37502     0.013337      0.20292     0.032297 GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS
GOBP_ANATOMICAL_STRUCTURE_AR...          SET      15      0.26087    0.0073363      0.35806      0.23314 GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT
GOBP_ANATOMICAL_STRUCTURE_FO...          SET    1117    -0.022641   -0.0053323      0.03886      0.71993 GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS
GOBP_ANATOMICAL_STRUCTURE_MA...          SET     236    -0.089068   -0.0098774     0.081233      0.86355 GOBP_ANATOMICAL_STRUCTURE_MATURATION
GOBP_ANATOMICAL_STRUCTURE_RE...          SET      16      0.11105    0.0032255      0.31791      0.36343 GOBP_ANATOMICAL_STRUCTURE_REGRESSION
GOBP_ANDROGEN_BIOSYNTHETIC_P...          SET       9      0.15773    0.0034364      0.38295      0.34022 GOBP_ANDROGEN_BIOSYNTHETIC_PROCESS
GOBP_ANDROGEN_CATABOLIC_PROC...          SET       5    -0.035539  -0.00057719      0.52069      0.52721 GOBP_ANDROGEN_CATABOLIC_PROCESS
GOBP_ANDROGEN_METABOLIC_PROC...          SET      28     0.094464    0.0036284      0.24422      0.34945 GOBP_ANDROGEN_METABOLIC_PROCESS
GOBP_ANDROGEN_RECEPTOR_SIGNA...          SET      43    -0.061402   -0.0029215      0.16463      0.64541 GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY
GOBP_ANGIOGENESIS_INVOLVED_I...1         SET       5      0.82704     0.013432      0.64293     0.099169 GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS
GOBP_ANGIOGENESIS_INVOLVED_I...2         SET      28      0.71799     0.027578      0.23327    0.0010437 GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING
GOBP_ANGIOTENSIN_ACTIVATED_S...          SET      12      0.29742    0.0074818      0.38681      0.22098 GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY
GOBP_ANIMAL_ORGAN_FORMATION              SET      66     0.080201    0.0047248      0.16632      0.31483 GOBP_ANIMAL_ORGAN_FORMATION
GOBP_ANIMAL_ORGAN_MATURATION             SET      29       -0.303    -0.011844      0.23765      0.89883 GOBP_ANIMAL_ORGAN_MATURATION
GOBP_ANIMAL_ORGAN_MORPHOGENE...          SET     993    -0.015747   -0.0035089     0.042457      0.64464 GOBP_ANIMAL_ORGAN_MORPHOGENESIS
GOBP_ANIMAL_ORGAN_REGENERATI...          SET      62    -0.026525   -0.0015147      0.16081      0.56551 GOBP_ANIMAL_ORGAN_REGENERATION
GOBP_ANOIKIS                             SET      34     0.023342    0.0009878      0.21781      0.45733 GOBP_ANOIKIS
GOBP_ANTERIOR_COMMISSURE_MOR...          SET       7       1.7304      0.03325      0.54387   0.00073353 GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS
GOBP_ANTERIOR_HEAD_DEVELOPME...          SET       6      0.21561    0.0038358      0.49904      0.33286 GOBP_ANTERIOR_HEAD_DEVELOPMENT
GOBP_ANTERIOR_POSTERIOR_AXIS...          SET      48     0.028587    0.0014369      0.17645      0.43565 GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION
GOBP_ANTERIOR_POSTERIOR_AXON...          SET       6       1.5447     0.027481      0.60021    0.0050364 GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE
GOBP_ANTERIOR_POSTERIOR_PATT...          SET     200   -0.0086589  -0.00088483     0.096075      0.53591 GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION
GOBP_ANTEROGRADE_AXONAL_TRAN...1         SET      48      0.21575     0.010845      0.17038      0.10271 GOBP_ANTEROGRADE_AXONAL_TRANSPORT
GOBP_ANTEROGRADE_AXONAL_TRAN...2         SET       6     -0.44391   -0.0078975      0.50737      0.80919 GOBP_ANTEROGRADE_AXONAL_TRANSPORT_OF_MITOCHONDRION
GOBP_ANTEROGRADE_DENDRITIC_T...1         SET       9      0.33211    0.0072358      0.43556      0.22289 GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT
GOBP_ANTEROGRADE_DENDRITIC_T...2         SET       5      0.33277    0.0054045      0.52816      0.26433 GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT_OF_NEUROTRANSMITTER_RECEPTOR_COMPLEX
GOBP_ANTEROGRADE_NEURONAL_DE...          SET       5      0.99578     0.016172      0.58841     0.045301 GOBP_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT
GOBP_ANTIBACTERIAL_HUMORAL_R...          SET      53     -0.27373    -0.014456       0.1901      0.92504 GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE
GOBP_ANTIBACTERIAL_INNATE_IM...          SET       5     -0.26256   -0.0042642      0.54764      0.68418 GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE
GOBP_ANTIBACTERIAL_PEPTIDE_P...          SET       9     -0.68228    -0.014865      0.44385      0.93787 GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION
GOBP_ANTIBODY_DEPENDENT_CELL...          SET       4     -0.50672    -0.007361      0.50445      0.84243 GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY
GOBP_ANTIFUNGAL_HUMORAL_RESP...          SET       4     -0.26387   -0.0038332      0.58408      0.67428 GOBP_ANTIFUNGAL_HUMORAL_RESPONSE
GOBP_ANTIFUNGAL_INNATE_IMMUN...          SET      19      -0.4912    -0.015545      0.28623      0.95692 GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE
GOBP_ANTIGEN_PROCESSING_AND_...1         SET     109     0.022181    0.0016774       0.1305      0.43252 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION
GOBP_ANTIGEN_PROCESSING_AND_...2         SET       5    0.0049433   8.0284e-05      0.78351      0.49748 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB
GOBP_ANTIGEN_PROCESSING_AND_...3         SET      31     0.025292    0.0010221      0.25096      0.45986 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN
GOBP_ANTIGEN_PROCESSING_AND_...4         SET      24     0.060222    0.0021418      0.27582      0.41358 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN
GOBP_ANTIGEN_PROCESSING_AND_...5         SET      47     0.011245   0.00055933      0.20447      0.47807 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN
GOBP_ANTIGEN_PROCESSING_AND_...6         SET      38     0.037152     0.001662      0.22359      0.43402 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN
GOBP_ANTIGEN_PROCESSING_AND_...7         SET       8     -0.11816   -0.0024272      0.40756      0.61406 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
GOBP_ANTIGEN_PROCESSING_AND_...8         SET      29     0.065252    0.0025506      0.26552      0.40294 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II
GOBP_ANTIGEN_PROCESSING_AND_...9         SET       7     -0.13246   -0.0025453      0.60385      0.58681 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB
GOBP_ANTIGEN_PROCESSING_AND_...10        SET      69     0.066703    0.0040175      0.16314      0.34132 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN
GOBP_ANTIGEN_PROCESSING_AND_...11        SET      36   -0.0057768  -0.00025154      0.21126      0.51091 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
GOBP_ANTIGEN_PROCESSING_AND_...12        SET      17     0.051058    0.0015285       0.3411      0.44051 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB
GOBP_ANTIGEN_PROCESSING_AND_...13        SET      35     0.088445    0.0037974      0.23584      0.35382 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II
GOBP_ANTIGEN_PROCESSING_AND_...14        SET      24    0.0066662   0.00023708      0.29701      0.49105 GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB
GOBP_ANTIGEN_RECEPTOR_MEDIAT...          SET     170      0.16916      0.01595     0.096311     0.039519 GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
GOBP_ANTIMICROBIAL_HUMORAL_I...          SET      71     -0.54959    -0.033576      0.15755      0.99976 GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE
GOBP_ANTIMICROBIAL_HUMORAL_R...          SET     110     -0.35086    -0.026653      0.13019      0.99648 GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE
GOBP_ANTIMICROBIAL_PEPTIDE_P...          SET      11     -0.60109    -0.014478      0.40578      0.93073 GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION
GOBP_ANTIVIRAL_INNATE_IMMUNE...          SET      26    -0.098587   -0.0036492      0.22395      0.67011 GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE
GOBP_ANTRAL_OVARIAN_FOLLICLE...          SET      11     0.017545   0.00042259      0.42797      0.48365 GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH
GOBP_AORTA_DEVELOPMENT                   SET      59      0.13323    0.0074223      0.17212      0.21946 GOBP_AORTA_DEVELOPMENT
GOBP_AORTA_MORPHOGENESIS                 SET      33    0.0097365   0.00040594      0.23113       0.4832 GOBP_AORTA_MORPHOGENESIS
GOBP_AORTA_SMOOTH_MUSCLE_TIS...          SET       4      0.74788     0.010864      0.67573       0.1342 GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS
GOBP_AORTIC_VALVE_MORPHOGENE...          SET      38     -0.30983     -0.01386      0.22312      0.91752 GOBP_AORTIC_VALVE_MORPHOGENESIS
GOBP_APICAL_JUNCTION_ASSEMBLY            SET      71    -0.093003   -0.0056819      0.15429      0.72668 GOBP_APICAL_JUNCTION_ASSEMBLY
GOBP_APICAL_PROTEIN_LOCALIZA...          SET      14      -0.3546   -0.0096343      0.34863      0.84545 GOBP_APICAL_PROTEIN_LOCALIZATION
GOBP_APOLIPOPROTEIN_A_I_MEDI...          SET       5     -0.77529    -0.012591       0.4045      0.97235 GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY
GOBP_APOPTOTIC_CELL_CLEARANCE            SET      45     -0.18603   -0.0090543      0.17374      0.85785 GOBP_APOPTOTIC_CELL_CLEARANCE
GOBP_APOPTOTIC_CHROMOSOME_CO...          SET       5     -0.23576    -0.003829      0.41406      0.71545 GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION
GOBP_APOPTOTIC_DNA_FRAGMENTA...          SET      16     0.081119     0.002356      0.28185      0.38675 GOBP_APOPTOTIC_DNA_FRAGMENTATION
GOBP_APOPTOTIC_MITOCHONDRIAL...          SET     103      0.14328     0.010534      0.11414       0.1047 GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
GOBP_APOPTOTIC_PROCESS                   SET    1755     0.047662     0.013816     0.030691     0.060225 GOBP_APOPTOTIC_PROCESS
GOBP_APOPTOTIC_PROCESS_INVOL...1         SET       5     -0.63267    -0.010275      0.51034      0.89245 GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS
GOBP_APOPTOTIC_PROCESS_INVOL...2         SET      39      -0.4686    -0.021236      0.20981      0.98723 GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT
GOBP_APOPTOTIC_PROCESS_INVOL...3         SET       7     -0.95866    -0.018421        0.563      0.95568 GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS
GOBP_APOPTOTIC_PROCESS_INVOL...4         SET      26     -0.61224    -0.022662      0.25555       0.9917 GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS
GOBP_APOPTOTIC_PROCESS_IN_BO...          SET       5      0.46817    0.0076034      0.44837      0.14821 GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL
GOBP_APOPTOTIC_SIGNALING_PAT...          SET     568      0.10248     0.017473     0.051432     0.023167 GOBP_APOPTOTIC_SIGNALING_PATHWAY
GOBP_APPENDAGE_DEVELOPMENT               SET     178     0.049724    0.0047964     0.094953      0.30026 GOBP_APPENDAGE_DEVELOPMENT
GOBP_APPENDAGE_MORPHOGENESIS             SET     143     0.030201    0.0026135      0.10998      0.39181 GOBP_APPENDAGE_MORPHOGENESIS
GOBP_ARACHIDONIC_ACID_METABO...          SET      53      0.27742      0.01465       0.1791     0.060699 GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS
GOBP_ARACHIDONIC_ACID_SECRET...          SET      32    -0.092542   -0.0037995      0.22839      0.65733 GOBP_ARACHIDONIC_ACID_SECRETION
GOBP_ARF_PROTEIN_SIGNAL_TRAN...          SET      21    -0.037306   -0.0012412      0.26482      0.55602 GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_ARGININE_BIOSYNTHETIC_P...          SET       4      0.37365    0.0054279      0.52625      0.23885 GOBP_ARGININE_BIOSYNTHETIC_PROCESS
GOBP_ARGININE_CATABOLIC_PROC...          SET      10     -0.43364   -0.0099586      0.39003      0.86688 GOBP_ARGININE_CATABOLIC_PROCESS
GOBP_ARGININE_METABOLIC_PROC...          SET      18    -0.071087   -0.0021898      0.26634      0.60523 GOBP_ARGININE_METABOLIC_PROCESS
GOBP_AROMATIC_AMINO_ACID_FAM...          SET      16      -0.3787    -0.010999      0.33329      0.87207 GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS
GOBP_AROMATIC_AMINO_ACID_MET...          SET      30     -0.10348   -0.0041141      0.23818      0.66802 GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS
GOBP_AROMATIC_AMINO_ACID_TRA...          SET       9     -0.56061    -0.012214      0.43408      0.90172 GOBP_AROMATIC_AMINO_ACID_TRANSPORT
GOBP_ARP2_3_COMPLEX_MEDIATED...          SET      42      0.27401     0.012885      0.16785     0.051299 GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION
GOBP_ARTERIAL_ENDOTHELIAL_CE...          SET       6       0.2001    0.0035598      0.60519      0.37046 GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION
GOBP_ARTERY_DEVELOPMENT                  SET      99      0.13459     0.009702      0.13251      0.15489 GOBP_ARTERY_DEVELOPMENT
GOBP_ARTERY_MORPHOGENESIS                SET      70    0.0099387   0.00060292      0.16377       0.4758 GOBP_ARTERY_MORPHOGENESIS
GOBP_ARTICULAR_CARTILAGE_DEV...          SET       5      0.41939    0.0068113      0.54661      0.22147 GOBP_ARTICULAR_CARTILAGE_DEVELOPMENT
GOBP_ASCENDING_AORTA_DEVELOP...          SET       5     -0.87387    -0.014192      0.66754      0.90474 GOBP_ASCENDING_AORTA_DEVELOPMENT
GOBP_ASPARAGINE_METABOLIC_PR...          SET       5      0.05362   0.00087084      0.52687      0.45947 GOBP_ASPARAGINE_METABOLIC_PROCESS
GOBP_ASPARTATE_FAMILY_AMINO_...1         SET      21     -0.52829    -0.017576      0.28761      0.96688 GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS
GOBP_ASPARTATE_FAMILY_AMINO_...2         SET      17    -0.024484    -0.000733      0.30513      0.53198 GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS
GOBP_ASPARTATE_FAMILY_AMINO_...3         SET      46     -0.18512   -0.0091096      0.18676      0.83922 GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS
GOBP_ASPARTATE_METABOLIC_PRO...          SET       7     -0.65329    -0.012553      0.54836      0.88323 GOBP_ASPARTATE_METABOLIC_PROCESS
GOBP_ASPARTATE_TRANSMEMBRANE...          SET      20     -0.28428   -0.0092302      0.26531      0.85802 GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT
GOBP_ASSOCIATIVE_LEARNING                SET      84      0.19788     0.013145      0.14035     0.079293 GOBP_ASSOCIATIVE_LEARNING
GOBP_ASTRAL_MICROTUBULE_ORGA...          SET      10      0.36645    0.0084155      0.44291      0.20402 GOBP_ASTRAL_MICROTUBULE_ORGANIZATION
GOBP_ASTROCYTE_ACTIVATION                SET      21      0.07461    0.0024823      0.29503      0.40018 GOBP_ASTROCYTE_ACTIVATION
GOBP_ASTROCYTE_CELL_MIGRATION            SET       8     -0.40429   -0.0083049      0.42355      0.83009 GOBP_ASTROCYTE_CELL_MIGRATION
GOBP_ASTROCYTE_DEVELOPMENT               SET      39      0.11414    0.0051724      0.21309      0.29612 GOBP_ASTROCYTE_DEVELOPMENT
GOBP_ASTROCYTE_DIFFERENTIATI...          SET      82     0.098507    0.0064657      0.14616      0.25018 GOBP_ASTROCYTE_DIFFERENTIATION
GOBP_ASYMMETRIC_CELL_DIVISION            SET      17      0.52663     0.015766      0.27952     0.029785 GOBP_ASYMMETRIC_CELL_DIVISION
GOBP_ASYMMETRIC_NEUROBLAST_D...          SET       5      0.78862     0.012808      0.48509     0.052013 GOBP_ASYMMETRIC_NEUROBLAST_DIVISION
GOBP_ATF6_MEDIATED_UNFOLDED_...          SET       8      0.50408     0.010355      0.36771     0.085218 GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
