# MEAN_SAMPLE_SIZE = 88076
# TOTAL_GENES = 18375
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_CARDIAC_CHAMBER_DEVELOP...          SET     158      0.03588    0.0033129      0.12639      0.38825 GOBP_CARDIAC_CHAMBER_DEVELOPMENT
GOBP_CARDIAC_CHAMBER_FORMATI...          SET      13     -0.43919    -0.011678      0.46377      0.82817 GOBP_CARDIAC_CHAMBER_FORMATION
GOBP_CARDIAC_CHAMBER_MORPHOG...          SET     119      -0.1264    -0.010139      0.14624      0.80628 GOBP_CARDIAC_CHAMBER_MORPHOGENESIS
GOBP_CARDIAC_CONDUCTION                  SET      92    -0.079716   -0.0056266      0.18321      0.66825 GOBP_CARDIAC_CONDUCTION
GOBP_CARDIAC_CONDUCTION_SYST...          SET      34     -0.10076   -0.0043305      0.26621      0.64747 GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT
GOBP_CARDIAC_EPITHELIAL_TO_M...          SET      36    -0.095958   -0.0042433      0.28509      0.63178 GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
GOBP_CARDIAC_FIBROBLAST_CELL...          SET       4    -0.094292   -0.0013911       1.0387      0.53616 GOBP_CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION
GOBP_CARDIAC_LEFT_VENTRICLE_...          SET      15       0.0338   0.00096535      0.38072      0.46463 GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS
GOBP_CARDIAC_MUSCLE_CELL_ACT...1         SET      69      0.34618     0.021175      0.20773     0.047813 GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL
GOBP_CARDIAC_MUSCLE_CELL_ACT...2         SET      47      0.33584     0.016964       0.2543     0.093322 GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION
GOBP_CARDIAC_MUSCLE_CELL_CAR...          SET       7      0.31134    0.0060758      0.66127      0.31889 GOBP_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION
GOBP_CARDIAC_MUSCLE_CELL_CON...          SET      67     0.065743    0.0039627      0.21144      0.37793 GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION
GOBP_CARDIAC_MUSCLE_CELL_DIF...          SET     111     0.026706    0.0020694      0.14521      0.42704 GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION
GOBP_CARDIAC_MUSCLE_CELL_FAT...          SET      10     -0.37879   -0.0088344      0.51738      0.76795 GOBP_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT
GOBP_CARDIAC_MUSCLE_CELL_MEM...          SET      33      0.49275     0.020864      0.29287     0.046246 GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION
GOBP_CARDIAC_MUSCLE_CELL_MYO...          SET      12    0.0086179   0.00022016      0.45023      0.49236 GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION
GOBP_CARDIAC_MUSCLE_CELL_PRO...          SET      46     -0.12138   -0.0060658      0.23647      0.69613 GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION
GOBP_CARDIAC_MUSCLE_CONTRACT...          SET     122    -0.094664    -0.007688      0.15195      0.73335 GOBP_CARDIAC_MUSCLE_CONTRACTION
GOBP_CARDIAC_MUSCLE_MYOBLAST...          SET       3      0.31493    0.0040239      0.82514      0.35136 GOBP_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION
GOBP_CARDIAC_MUSCLE_TISSUE_M...          SET      56     -0.38059    -0.020979      0.23229      0.94932 GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS
GOBP_CARDIAC_MUSCLE_TISSUE_R...          SET       6      0.75722     0.013681      0.70751      0.14226 GOBP_CARDIAC_MUSCLE_TISSUE_REGENERATION
GOBP_CARDIAC_MYOFIBRIL_ASSEM...          SET      19     0.033737    0.0010843       0.3593       0.4626 GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY
GOBP_CARDIAC_NEURAL_CREST_CE...1         SET      13     -0.57966    -0.015413      0.48882      0.88215 GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS
GOBP_CARDIAC_NEURAL_CREST_CE...2         SET      16     -0.66544    -0.019628      0.42169      0.94271 GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT
GOBP_CARDIAC_NEURAL_CREST_CE...3         SET      11     -0.72508    -0.017736      0.52632      0.91583 GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS
GOBP_CARDIAC_PACEMAKER_CELL_...          SET      10     -0.39256   -0.0091556      0.44688      0.81014 GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION
GOBP_CARDIAC_RIGHT_VENTRICLE...          SET      19     -0.20914    -0.006722      0.40263      0.69827 GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS
GOBP_CARDIAC_SEPTUM_DEVELOPM...          SET     101      0.22541     0.016666      0.15949     0.078795 GOBP_CARDIAC_SEPTUM_DEVELOPMENT
GOBP_CARDIAC_SEPTUM_MORPHOGE...          SET      67      0.08324    0.0050173      0.20048        0.339 GOBP_CARDIAC_SEPTUM_MORPHOGENESIS
GOBP_CARDIAC_VASCULAR_SMOOTH...          SET       8       1.2465     0.026003      0.54757     0.011418 GOBP_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
GOBP_CARDIAC_VENTRICLE_DEVEL...          SET     118      0.10626    0.0084879      0.15083      0.24056 GOBP_CARDIAC_VENTRICLE_DEVELOPMENT
GOBP_CARDIAC_VENTRICLE_FORMA...          SET       9     -0.21419   -0.0047392      0.56972      0.64652 GOBP_CARDIAC_VENTRICLE_FORMATION
GOBP_CARDIAC_VENTRICLE_MORPH...          SET      67     -0.18462    -0.011128      0.20318      0.81823 GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS
GOBP_CARDIOBLAST_DIFFERENTIA...          SET      18    -0.081242   -0.0025416      0.36156      0.58889 GOBP_CARDIOBLAST_DIFFERENTIATION
GOBP_CARDIOBLAST_PROLIFERATI...          SET      10    -0.083534   -0.0019482       0.5307      0.56254 GOBP_CARDIOBLAST_PROLIFERATION
GOBP_CARDIOCYTE_DIFFERENTIAT...          SET     141   -0.0038029  -0.00033186      0.13139      0.51155 GOBP_CARDIOCYTE_DIFFERENTIATION
GOBP_CARDIOLIPIN_ACYL_CHAIN_...          SET       5     -0.83036    -0.013696      0.72104      0.87525 GOBP_CARDIOLIPIN_ACYL_CHAIN_REMODELING
GOBP_CARDIOLIPIN_BIOSYNTHETI...          SET       7    -0.097466    -0.001902      0.55853      0.56926 GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS
GOBP_CARDIOLIPIN_METABOLIC_P...          SET      14     -0.23289    -0.006426       0.3989      0.72033 GOBP_CARDIOLIPIN_METABOLIC_PROCESS
GOBP_CARNITINE_METABOLIC_PRO...          SET      12      -0.6647    -0.016981      0.46919      0.92171 GOBP_CARNITINE_METABOLIC_PROCESS
GOBP_CARNITINE_TRANSMEMBRANE...          SET       6      0.27775    0.0050184      0.76024      0.35743 GOBP_CARNITINE_TRANSMEMBRANE_TRANSPORT
GOBP_CARNITINE_TRANSPORT                 SET       8       0.3103    0.0064733       0.6513      0.31689 GOBP_CARNITINE_TRANSPORT
GOBP_CARTILAGE_CONDENSATION              SET      20      0.34721     0.011449      0.38032      0.18064 GOBP_CARTILAGE_CONDENSATION
GOBP_CARTILAGE_DEVELOPMENT               SET     193    -0.080597   -0.0082168      0.11408      0.76005 GOBP_CARTILAGE_DEVELOPMENT
GOBP_CARTILAGE_DEVELOPMENT_I...          SET      33    -0.060812   -0.0025749      0.28316      0.58502 GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS
GOBP_CARTILAGE_MORPHOGENESIS             SET      10     -0.75998    -0.017725      0.56067      0.91236 GOBP_CARTILAGE_MORPHOGENESIS
GOBP_CATECHOLAMINE_SECRETION             SET      54    -0.022655   -0.0012263      0.22563      0.53999 GOBP_CATECHOLAMINE_SECRETION
GOBP_CATECHOLAMINE_TRANSPORT             SET      68     -0.16696    -0.010138      0.19976      0.79836 GOBP_CATECHOLAMINE_TRANSPORT
GOBP_CATECHOLAMINE_UPTAKE                SET      18     -0.19809   -0.0061969      0.38847      0.69494 GOBP_CATECHOLAMINE_UPTAKE
GOBP_CATECHOLAMINE_UPTAKE_IN...          SET      12    -0.085606    -0.002187      0.46676      0.57276 GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION
GOBP_CATECHOL_CONTAINING_COM...1         SET      20     0.088967    0.0029336      0.37967      0.40737 GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
GOBP_CATECHOL_CONTAINING_COM...2         SET       4     -0.44894   -0.0066232      0.90103      0.69084 GOBP_CATECHOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS
GOBP_CATECHOL_CONTAINING_COM...3         SET      47     -0.14911    -0.007532      0.24365      0.72973 GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS
GOBP_CAVEOLA_ASSEMBLY                    SET       5     -0.24443   -0.0040316      0.79049      0.62142 GOBP_CAVEOLA_ASSEMBLY
GOBP_CAVEOLIN_MEDIATED_ENDOC...          SET      11      0.45019     0.011012      0.47216      0.17018 GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS
GOBP_CD40_SIGNALING_PATHWAY              SET      15    0.0084872    0.0002424      0.40109      0.49156 GOBP_CD40_SIGNALING_PATHWAY
GOBP_CD4_POSITIVE_ALPHA_BETA...1         SET     106     -0.30636    -0.023202      0.16054      0.97182 GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
GOBP_CD4_POSITIVE_ALPHA_BETA...2         SET      19     -0.73479    -0.023616      0.37641      0.97453 GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION
GOBP_CD4_POSITIVE_ALPHA_BETA...3         SET      83     -0.34002    -0.022801      0.18483      0.96708 GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION
GOBP_CD4_POSITIVE_ALPHA_BETA...4         SET      19      -0.3296    -0.010593      0.40289      0.79334 GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION
GOBP_CD4_POSITIVE_CD25_POSIT...          SET       7     -0.43428   -0.0084749      0.73947      0.72149 GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION
GOBP_CD4_POSITIVE_OR_CD8_POS...          SET      23     -0.59303    -0.020969      0.35346       0.9533 GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT
GOBP_CD8_POSITIVE_ALPHA_BETA...1         SET      28      0.06263     0.002443      0.30261      0.41802 GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
GOBP_CD8_POSITIVE_ALPHA_BETA...2         SET      15      0.08564    0.0024459      0.41625       0.4185 GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION
GOBP_CD8_POSITIVE_ALPHA_BETA...3         SET       9      0.43242    0.0095678      0.52177      0.20363 GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION
GOBP_CDC42_PROTEIN_SIGNAL_TR...          SET      15      0.26685    0.0076214      0.42963      0.26726 GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_CDP_CHOLINE_PATHWAY                 SET       6    0.0071626   0.00012941      0.64187      0.49555 GOBP_CDP_CHOLINE_PATHWAY
GOBP_CDP_DIACYLGLYCEROL_META...          SET      14     -0.43965    -0.012131      0.39536      0.86693 GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS
GOBP_CELLULAR_ALDEHYDE_METAB...          SET      68      0.11337    0.0068843      0.18344      0.26828 GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS
GOBP_CELLULAR_CARBOHYDRATE_B...          SET      70    -0.033924   -0.0020899      0.18035       0.5746 GOBP_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS
GOBP_CELLULAR_CARBOHYDRATE_C...          SET      41     -0.38507    -0.018169      0.24197      0.94423 GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS
GOBP_CELLULAR_CARBOHYDRATE_M...          SET     266    -0.099893    -0.011932     0.093594      0.85707 GOBP_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS
GOBP_CELLULAR_COMPONENT_ASSE...          SET     124     -0.28642     -0.02345      0.13842      0.98073 GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS
GOBP_CELLULAR_COMPONENT_DISA...1         SET     462    -0.081497    -0.012759     0.072386      0.86988 GOBP_CELLULAR_COMPONENT_DISASSEMBLY
GOBP_CELLULAR_COMPONENT_DISA...2         SET      27       0.3447     0.013204      0.30236      0.12714 GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS
GOBP_CELLULAR_COMPONENT_MAIN...          SET      69    -0.033856   -0.0020708      0.18761       0.5716 GOBP_CELLULAR_COMPONENT_MAINTENANCE
GOBP_CELLULAR_COMPONENT_MORP...          SET     715      0.25669     0.049642     0.061134   1.3482e-05 GOBP_CELLULAR_COMPONENT_MORPHOGENESIS
GOBP_CELLULAR_DEFENSE_RESPON...          SET      48     -0.47506     -0.02425      0.22524      0.98253 GOBP_CELLULAR_DEFENSE_RESPONSE
GOBP_CELLULAR_DETOXIFICATION...          SET       9     0.049544    0.0010962      0.49354      0.46002 GOBP_CELLULAR_DETOXIFICATION_OF_ALDEHYDE
GOBP_CELLULAR_EXTRAVASATION              SET      69    -0.053995   -0.0033026      0.18577      0.61434 GOBP_CELLULAR_EXTRAVASATION
GOBP_CELLULAR_GLUCAN_METABOL...          SET      66        -0.31    -0.018546      0.19036      0.94828 GOBP_CELLULAR_GLUCAN_METABOLIC_PROCESS
GOBP_CELLULAR_GLUCURONIDATION            SET      17      -1.4491    -0.044058      0.57762      0.99394 GOBP_CELLULAR_GLUCURONIDATION
GOBP_CELLULAR_HOMEOSTASIS                SET     715     0.024177    0.0046756     0.059285      0.34171 GOBP_CELLULAR_HOMEOSTASIS
GOBP_CELLULAR_HYPEROSMOTIC_R...          SET      15    -0.062691   -0.0017905      0.39233      0.56348 GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE
GOBP_CELLULAR_HYPEROSMOTIC_S...          SET       7     -0.11774   -0.0022978      0.56823      0.58208 GOBP_CELLULAR_HYPEROSMOTIC_SALINITY_RESPONSE
GOBP_CELLULAR_HYPOTONIC_RESP...          SET      10     -0.14838   -0.0034607      0.49405      0.61804 GOBP_CELLULAR_HYPOTONIC_RESPONSE
GOBP_CELLULAR_KETONE_METABOL...          SET     198    -0.025477   -0.0026304       0.1071      0.59401 GOBP_CELLULAR_KETONE_METABOLIC_PROCESS
GOBP_CELLULAR_LIPID_CATABOLI...          SET     215     -0.16089    -0.017302      0.10426       0.9386 GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS
GOBP_CELLULAR_LIPID_METABOLI...          SET     929    -0.095171    -0.020852     0.051519      0.96764 GOBP_CELLULAR_LIPID_METABOLIC_PROCESS
GOBP_CELLULAR_MACROMOLECULE_...1         SET    1063     0.087669     0.020468     0.046589     0.029943 GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS
GOBP_CELLULAR_MACROMOLECULE_...2         SET     921      0.12542     0.027366     0.049124    0.0053432 GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS
GOBP_CELLULAR_METABOLIC_COMP...          SET      29     -0.37462    -0.014871      0.29448      0.89833 GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE
GOBP_CELLULAR_MODIFIED_AMINO...1         SET      26     -0.51095    -0.019207      0.28636      0.96281 GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS
GOBP_CELLULAR_MODIFIED_AMINO...2         SET      22      0.18443    0.0063779      0.30823      0.27481 GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS
GOBP_CELLULAR_MODIFIED_AMINO...3         SET     119      -0.2361    -0.018939      0.14463       0.9487 GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS
GOBP_CELLULAR_OXIDANT_DETOXI...          SET      87      0.25668     0.017621      0.16216      0.05673 GOBP_CELLULAR_OXIDANT_DETOXIFICATION
GOBP_CELLULAR_PIGMENTATION               SET      61     -0.14233   -0.0081874      0.19275      0.76986 GOBP_CELLULAR_PIGMENTATION
GOBP_CELLULAR_POLYSACCHARIDE...          SET      17     -0.82664    -0.025133      0.42166      0.97502 GOBP_CELLULAR_POLYSACCHARIDE_CATABOLIC_PROCESS
GOBP_CELLULAR_PROCESS_INVOLV...          SET     404    -0.030125   -0.0044177     0.076474      0.65318 GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM
GOBP_CELLULAR_RESPIRATION                SET     207   -0.0097436   -0.0010283      0.10263      0.53782 GOBP_CELLULAR_RESPIRATION
GOBP_CELLULAR_RESPONSE_TO_AB...          SET     313       0.1305     0.016887     0.086575     0.065871 GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_AC...1         SET      14      0.22837    0.0063013      0.37594      0.27178 GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH
GOBP_CELLULAR_RESPONSE_TO_AC...2         SET      72    -0.014927  -0.00093257      0.18354      0.53241 GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL
GOBP_CELLULAR_RESPONSE_TO_AL...1         SET      86      0.15814     0.010794      0.18191      0.19235 GOBP_CELLULAR_RESPONSE_TO_ALCOHOL
GOBP_CELLULAR_RESPONSE_TO_AL...2         SET      16     0.049207    0.0014514      0.39975      0.45102 GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE
GOBP_CELLULAR_RESPONSE_TO_AL...3         SET       7     0.048543   0.00094731      0.68147      0.47161 GOBP_CELLULAR_RESPONSE_TO_ALDOSTERONE
GOBP_CELLULAR_RESPONSE_TO_AL...4         SET      36      0.11834    0.0052328      0.25741      0.32286 GOBP_CELLULAR_RESPONSE_TO_ALKALOID
GOBP_CELLULAR_RESPONSE_TO_AM...1         SET       5       1.8644     0.030751      0.83064     0.012407 GOBP_CELLULAR_RESPONSE_TO_AMMONIUM_ION
GOBP_CELLULAR_RESPONSE_TO_AM...2         SET      41       0.1741    0.0082151       0.2381      0.23233 GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA
GOBP_CELLULAR_RESPONSE_TO_AN...          SET      11      0.59679     0.014598      0.44676     0.090812 GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC
GOBP_CELLULAR_RESPONSE_TO_AR...          SET      19      0.33671     0.010822      0.29096      0.12359 GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE
GOBP_CELLULAR_RESPONSE_TO_ATP            SET      16     0.063794    0.0018817      0.35498      0.42869 GOBP_CELLULAR_RESPONSE_TO_ATP
GOBP_CELLULAR_RESPONSE_TO_BI...1         SET       5      0.31821    0.0052485      0.67461      0.31858 GOBP_CELLULAR_RESPONSE_TO_BILE_ACID
GOBP_CELLULAR_RESPONSE_TO_BI...2         SET     230     -0.25352    -0.028187      0.10511      0.99206 GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_BR...          SET       8        0.309    0.0064462       0.5781       0.2965 GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_CA...1         SET      28    -0.057768   -0.0022534      0.28524      0.58024 GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION
GOBP_CELLULAR_RESPONSE_TO_CA...2         SET      11     -0.17801   -0.0043542      0.48561      0.64303 GOBP_CELLULAR_RESPONSE_TO_CAFFEINE
GOBP_CELLULAR_RESPONSE_TO_CA...3         SET      83     0.079633      0.00534       0.1756       0.3251 GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION
GOBP_CELLULAR_RESPONSE_TO_CA...4         SET      52      0.26239     0.013939       0.2187      0.11512 GOBP_CELLULAR_RESPONSE_TO_CAMP
GOBP_CELLULAR_RESPONSE_TO_CA...5         SET     132       0.3684     0.031113      0.13296    0.0027992 GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_CG...          SET       7      0.61443      0.01199      0.55047      0.13218 GOBP_CELLULAR_RESPONSE_TO_CGMP
GOBP_CELLULAR_RESPONSE_TO_CH...1         SET     314      0.20959     0.027164     0.087535    0.0083302 GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS
GOBP_CELLULAR_RESPONSE_TO_CH...2         SET      15      0.18903    0.0053988      0.43921      0.33346 GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL
GOBP_CELLULAR_RESPONSE_TO_CO...1         SET       8     -0.36319   -0.0075767      0.53107      0.75297 GOBP_CELLULAR_RESPONSE_TO_COCAINE
GOBP_CELLULAR_RESPONSE_TO_CO...2         SET      13      -0.2066   -0.0054934      0.45778      0.67411 GOBP_CELLULAR_RESPONSE_TO_COLD
GOBP_CELLULAR_RESPONSE_TO_CO...3         SET      24    -0.060111   -0.0021711      0.37505      0.56367 GOBP_CELLULAR_RESPONSE_TO_COPPER_ION
GOBP_CELLULAR_RESPONSE_TO_CO...4         SET      60     -0.12003   -0.0068479      0.20251      0.72332 GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_DE...          SET      26     -0.03982   -0.0014968      0.29228      0.55418 GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_DN...          SET     805      0.14142     0.028945     0.052842    0.0037257 GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_DS...          SET      20      0.39816     0.013129      0.31129      0.10045 GOBP_CELLULAR_RESPONSE_TO_DSRNA
GOBP_CELLULAR_RESPONSE_TO_EL...          SET      12      0.75979     0.019411       0.4614     0.049821 GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_EP...          SET      11    -0.084537   -0.0020678      0.51236      0.56553 GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_ES...1         SET      37    -0.020131  -0.00090247      0.25943      0.53093 GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_ES...2         SET      15     -0.17928   -0.0051204      0.36347      0.68908 GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_ET...1         SET      11    -0.061884   -0.0015137      0.46409      0.55304 GOBP_CELLULAR_RESPONSE_TO_ETHANOL
GOBP_CELLULAR_RESPONSE_TO_ET...2         SET       6      0.19679    0.0035556      0.49228      0.34467 GOBP_CELLULAR_RESPONSE_TO_ETHER
GOBP_CELLULAR_RESPONSE_TO_EX...1         SET      15       0.3482    0.0099448      0.35324      0.16214 GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA
GOBP_CELLULAR_RESPONSE_TO_EX...2         SET     307      0.14366     0.018414     0.088441     0.052156 GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_EX...3         SET     246      0.22395     0.025739     0.096594     0.010218 GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_FA...          SET      33     -0.11074   -0.0046891      0.28278      0.65233 GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID
GOBP_CELLULAR_RESPONSE_TO_FL...          SET      19     -0.44417    -0.014276      0.40297      0.86481 GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS
GOBP_CELLULAR_RESPONSE_TO_FO...          SET      11      0.48404      0.01184      0.51159      0.17204 GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_GA...          SET      28      0.66582     0.025972      0.26956    0.0067597 GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION
GOBP_CELLULAR_RESPONSE_TO_GL...1         SET      10    -0.022512  -0.00052505      0.50608      0.51774 GOBP_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_GL...2         SET      51     -0.12892   -0.0067829      0.21672      0.72404 GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_GL...3         SET      48      0.50604     0.025831       0.2244      0.01207 GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION
GOBP_CELLULAR_RESPONSE_TO_GO...          SET      19      0.31719     0.010195      0.37561      0.19921 GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_HE...1         SET      59     -0.14682   -0.0083064       0.2015      0.76688 GOBP_CELLULAR_RESPONSE_TO_HEAT
GOBP_CELLULAR_RESPONSE_TO_HE...2         SET       5     -0.58652   -0.0096739      0.80556      0.76671 GOBP_CELLULAR_RESPONSE_TO_HEPARIN
GOBP_CELLULAR_RESPONSE_TO_HI...          SET       7       1.0901     0.021274      0.72703      0.06689 GOBP_CELLULAR_RESPONSE_TO_HISTAMINE
GOBP_CELLULAR_RESPONSE_TO_HO...          SET     563     0.041946    0.0072292     0.065937      0.26234 GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS
GOBP_CELLULAR_RESPONSE_TO_HY...1         SET      81    -0.034801   -0.0023055      0.17442      0.57907 GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE
GOBP_CELLULAR_RESPONSE_TO_HY...2         SET       9      0.63959     0.014152      0.50089      0.10082 GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE
GOBP_CELLULAR_RESPONSE_TO_HY...3         SET       4     -0.21281   -0.0031396      0.81779      0.60265 GOBP_CELLULAR_RESPONSE_TO_HYPEROXIA
GOBP_CELLULAR_RESPONSE_TO_IN...1         SET      10    -0.078536   -0.0018317      0.45995      0.56779 GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS
GOBP_CELLULAR_RESPONSE_TO_IN...2         SET       5      0.41865    0.0069051      0.73479      0.28443 GOBP_CELLULAR_RESPONSE_TO_INDOLE_3_METHANOL
GOBP_CELLULAR_RESPONSE_TO_IN...3         SET     214      0.06864    0.0073644      0.10524      0.25714 GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE
