# MEAN_SAMPLE_SIZE = 88076
# TOTAL_GENES = 18375
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BANDRES_RESPONSE_TO_CARMUSTI...6         SET      12      0.22893    0.0058486      0.43027      0.29734 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...7         SET      28      0.66029     0.025756      0.29682     0.013063 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...8         SET      18     -0.32595    -0.010197      0.35993      0.81742 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP
BANG_VERTEPORFIN_ENDOMETRIAL...1         SET      14     -0.35779   -0.0098726      0.38686      0.82248 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN
BANG_VERTEPORFIN_ENDOMETRIAL...2         SET      18     -0.50153     -0.01569      0.36703       0.9141 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP
BARIS_THYROID_CANCER_DN                  SET      54     -0.34647    -0.018755      0.20603      0.95367 BARIS_THYROID_CANCER_DN
BARIS_THYROID_CANCER_UP                  SET      23      0.54546     0.019287      0.30206     0.035482 BARIS_THYROID_CANCER_UP
BARRIER_CANCER_RELAPSE_NORMA...1         SET      26      0.40199     0.015111      0.28944      0.08245 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN
BARRIER_CANCER_RELAPSE_NORMA...2         SET      31    -0.058549   -0.0024029      0.30392      0.57638 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP
BARRIER_CANCER_RELAPSE_TUMOR...1         SET      10    -0.024875  -0.00058015      0.50419      0.51967 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN
BARRIER_CANCER_RELAPSE_TUMOR...2         SET      14      -0.2936   -0.0081013      0.39544      0.77109 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP
BARRIER_COLON_CANCER_RECURRE...1         SET      15      -0.7403    -0.021143      0.45585       0.9478 BARRIER_COLON_CANCER_RECURRENCE_DN
BARRIER_COLON_CANCER_RECURRE...2         SET      39     -0.12458   -0.0057333      0.22922       0.7066 BARRIER_COLON_CANCER_RECURRENCE_UP
BASAKI_YBX1_TARGETS_DN                   SET     357     0.076015     0.010492     0.083166      0.18036 BASAKI_YBX1_TARGETS_DN
BASAKI_YBX1_TARGETS_UP                   SET     270      0.09207     0.011079     0.092274       0.1592 BASAKI_YBX1_TARGETS_UP
BASSO_B_LYMPHOCYTE_NETWORK               SET     135     0.037495    0.0032021       0.1261       0.3831 BASSO_B_LYMPHOCYTE_NETWORK
BASSO_CD40_SIGNALING_DN                  SET      68      0.15598    0.0094716       0.1935      0.21009 BASSO_CD40_SIGNALING_DN
BASSO_CD40_SIGNALING_UP                  SET      96     -0.10551   -0.0076064      0.16418      0.73977 BASSO_CD40_SIGNALING_UP
BASSO_HAIRY_CELL_LEUKEMIA_DN             SET       5      0.30742    0.0050706      0.76681      0.34425 BASSO_HAIRY_CELL_LEUKEMIA_DN
BASSO_HAIRY_CELL_LEUKEMIA_UP             SET      75     0.053703     0.003424       0.1753      0.37967 BASSO_HAIRY_CELL_LEUKEMIA_UP
BAUS_TFF2_TARGETS_DN                     SET      11     -0.11798   -0.0028859      0.44878      0.60368 BAUS_TFF2_TARGETS_DN
BAUS_TFF2_TARGETS_UP                     SET      29     -0.33795    -0.013416      0.27404      0.89125 BAUS_TFF2_TARGETS_UP
BECKER_TAMOXIFEN_RESISTANCE_...1         SET      50     -0.13939   -0.0072613      0.20564      0.75106 BECKER_TAMOXIFEN_RESISTANCE_DN
BECKER_TAMOXIFEN_RESISTANCE_...2         SET      50    -0.064576    -0.003364      0.21267       0.6193 BECKER_TAMOXIFEN_RESISTANCE_UP
BEGUM_TARGETS_OF_PAX3_FOXO1_...1         SET       7    -0.031148  -0.00060784      0.67961      0.51828 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3
BEGUM_TARGETS_OF_PAX3_FOXO1_...2         SET      45      -0.1708   -0.0084421      0.25661      0.74715 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN
BEGUM_TARGETS_OF_PAX3_FOXO1_...3         SET      53   -0.0030125  -0.00016156       0.2344      0.50513 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP
BEIER_GLIOMA_STEM_CELL_DN                SET      63      0.13797    0.0080652      0.18287      0.22528 BEIER_GLIOMA_STEM_CELL_DN
BEIER_GLIOMA_STEM_CELL_UP                SET      36      0.31281     0.013833        0.257      0.11178 BEIER_GLIOMA_STEM_CELL_UP
BENITEZ_GBM_PROTEASOME_INHIB...          SET      45      0.31447     0.015544      0.22143     0.077788 BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE
BENNETT_SYSTEMIC_LUPUS_ERYTH...          SET      24    -0.048072   -0.0017363      0.31364      0.56091 BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
BENPORATH_CYCLING_GENES                  SET     614      0.11141     0.020023     0.062199      0.03664 BENPORATH_CYCLING_GENES
BENPORATH_EED_TARGETS                    SET     915     0.078349     0.017043     0.057348     0.085948 BENPORATH_EED_TARGETS
BENPORATH_ES_1                           SET     348     0.058279    0.0079441     0.079989      0.23313 BENPORATH_ES_1
BENPORATH_ES_2                           SET      36      0.02573    0.0011378      0.22859      0.45519 BENPORATH_ES_2
BENPORATH_ES_CORE_NINE                   SET       8   -0.0021924  -4.5737e-05      0.47805      0.50183 BENPORATH_ES_CORE_NINE
BENPORATH_ES_CORE_NINE_CORRE...          SET      93       0.2735     0.019409      0.15699     0.040752 BENPORATH_ES_CORE_NINE_CORRELATED
BENPORATH_ES_WITH_H3K27ME3               SET    1005      0.13447     0.030577      0.05495    0.0072046 BENPORATH_ES_WITH_H3K27ME3
BENPORATH_MYC_MAX_TARGETS                SET     719      0.15962     0.030951     0.054755      0.00178 BENPORATH_MYC_MAX_TARGETS
BENPORATH_MYC_TARGETS_WITH_E...          SET     208     0.021137    0.0022362      0.10303      0.41872 BENPORATH_MYC_TARGETS_WITH_EBOX
BENPORATH_NANOG_TARGETS                  SET     928      0.11489      0.02516     0.051485     0.012828 BENPORATH_NANOG_TARGETS
BENPORATH_NOS_TARGETS                    SET     172      0.15316     0.014749      0.11777     0.096727 BENPORATH_NOS_TARGETS
BENPORATH_OCT4_TARGETS                   SET     274      0.24323      0.02948     0.094535    0.0050466 BENPORATH_OCT4_TARGETS
BENPORATH_PRC2_TARGETS                   SET     576      0.13068     0.022773     0.072967     0.036657 BENPORATH_PRC2_TARGETS
BENPORATH_PROLIFERATION                  SET     143     0.082397    0.0072407      0.12315      0.25174 BENPORATH_PROLIFERATION
BENPORATH_SOX2_TARGETS                   SET     698      0.16502     0.031547     0.059328    0.0027084 BENPORATH_SOX2_TARGETS
BENPORATH_SUZ12_TARGETS                  SET     882     0.059245     0.012665     0.058734      0.15656 BENPORATH_SUZ12_TARGETS
BERENJENO_ROCK_SIGNALING_NOT...1         SET      48       0.1497    0.0076412      0.24927      0.27408 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN
BERENJENO_ROCK_SIGNALING_NOT...2         SET      28     -0.29702    -0.011586      0.25683      0.87625 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP
BERENJENO_TRANSFORMED_BY_RHO...1         SET     375     -0.12848    -0.018166     0.079951      0.94596 BERENJENO_TRANSFORMED_BY_RHOA_DN
BERENJENO_TRANSFORMED_BY_RHO...2         SET      28     -0.34862    -0.013599      0.31405      0.86651 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN
BERENJENO_TRANSFORMED_BY_RHO...3         SET      20      0.12917    0.0042595      0.39086      0.37052 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP
BERENJENO_TRANSFORMED_BY_RHO...4         SET      27     -0.23619   -0.0090475      0.31633      0.77236 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN
BERENJENO_TRANSFORMED_BY_RHO...5         SET       8     0.098738    0.0020598      0.59408        0.434 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP
BERENJENO_TRANSFORMED_BY_RHO...6         SET     516      0.05237    0.0086521     0.066092      0.21407 BERENJENO_TRANSFORMED_BY_RHOA_UP
BERGER_MBD2_TARGETS                      SET       4     -0.82105    -0.012113       0.8379      0.83642 BERGER_MBD2_TARGETS
BERNARD_PPAPDC1B_TARGETS_DN              SET      56      0.16905    0.0093186      0.22005      0.22117 BERNARD_PPAPDC1B_TARGETS_DN
BERNARD_PPAPDC1B_TARGETS_UP              SET      35      0.10121    0.0044133      0.25499      0.34571 BERNARD_PPAPDC1B_TARGETS_UP
BERTUCCI_INVASIVE_CARCINOMA_...1         SET      42     -0.08118   -0.0038768      0.22302      0.64207 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN
BERTUCCI_INVASIVE_CARCINOMA_...2         SET      24       0.1712    0.0061833      0.29295      0.27948 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP
BERTUCCI_MEDULLARY_VS_DUCTAL...1         SET     163    -0.093182   -0.0087376      0.12467       0.7726 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN
BERTUCCI_MEDULLARY_VS_DUCTAL...2         SET     190     -0.16392    -0.016583      0.11462      0.92364 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP
BHATI_G2M_ARREST_BY_2METHOXY...1         SET     115    -0.049306   -0.0038885      0.14005       0.6376 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN
