ancestry	source_run_label	run_relative_path	run_key	inferred_label	inferred_label_status	analysis_label	analysis_label_status	result_type	source_file	VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	expected_magma_type	included_in_correction	p_numeric	n_tests_in_file	bonferroni_threshold	p_bh	significant_bonferroni	significant_fdr	p_rank_within_file	beta_numeric	positive_beta	significant_bonferroni_positive	significant_fdr_positive
EUR	G	G	EUR/G	CF	inferred_exact	CF	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/G/magma.gsa.out	GOCC_NEURON_SPINE	SET	170	0.45804	0.043334	0.083475	2.0709e-08	GOCC_NEURON_SPINE	SET	True	2.0709e-08	17008	2.9397930385700847e-06	8.8054668e-05	True	True	4.0	0.45804	True	True	True
EUR	G	G	EUR/G	CF	inferred_exact	CF	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/G/magma.gsa.out	VERHAAK_GLIOBLASTOMA_PRONEUR...	SET	155	0.43927	0.039698	0.087469	2.5827e-07	VERHAAK_GLIOBLASTOMA_PRONEURAL	SET	True	2.5827e-07	17008	2.9397930385700847e-06	0.0004640091636363636	True	True	9.0	0.43927	True	True	True
EUR	MDD	MDD	EUR/MDD	MDD	inferred_exact	MDD	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/MDD/magma.gsa.out	DAWSON_METHYLATED_IN_LYMPHOM...	SET	56	0.77158	0.042372	0.16945	2.656e-06	DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	SET	True	2.656e-06	17008	2.9397930385700847e-06	0.01436113	True	True	3.0	0.77158	True	True	True
EUR	MDD	MDD	EUR/MDD	MDD	inferred_exact	MDD	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/MDD/magma.gsa.out	GOBP_POSTSYNAPTIC_MODULATION...	SET	27	1.0066	0.038414	0.2207	2.5641e-06	GOBP_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	SET	True	2.5641e-06	17008	2.9397930385700847e-06	0.01436113	True	True	2.0	1.0066	True	True	True
EUR	MDD	MDD	EUR/MDD	MDD	inferred_exact	MDD	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/MDD/magma.gsa.out	GOCC_PRESYNAPTIC_MEMBRANE	SET	155	0.4068	0.037067	0.088534	2.1812e-06	GOCC_PRESYNAPTIC_MEMBRANE	SET	True	2.1812e-06	17008	2.9397930385700847e-06	0.01436113	True	True	1.0	0.4068	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOBP_MEMBRANE_DEPOLARIZATION...2	SET	5	2.8037	0.045668	0.55733	2.4708e-07	GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	SET	True	2.4708e-07	17008	2.9397930385700847e-06	0.000443041392	True	True	9.0	2.8037	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOBP_SUBPALLIUM_DEVELOPMENT	SET	26	1.238	0.045959	0.23209	4.8641e-08	GOBP_SUBPALLIUM_DEVELOPMENT	SET	True	4.8641e-08	17008	2.9397930385700847e-06	0.00014573183314285713	True	True	4.0	1.238	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOBP_SYNAPTIC_SIGNALING	SET	713	0.18798	0.03587	0.040431	1.6776e-06	GOBP_SYNAPTIC_SIGNALING	SET	True	1.6776e-06	17008	2.9397930385700847e-06	0.0015851456	True	True	18.0	0.18798	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_AXON	SET	600	0.21344	0.037479	0.044436	7.8644e-07	GOCC_AXON	SET	True	7.8644e-07	17008	2.9397930385700847e-06	0.0009554122514285715	True	True	14.0	0.21344	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_CELL_BODY	SET	530	0.20728	0.034273	0.045367	2.4689e-06	GOCC_CELL_BODY	SET	True	2.4689e-06	17008	2.9397930385700847e-06	0.0021373953599999997	True	True	19.0	0.20728	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_DENDRITIC_TREE	SET	573	0.22624	0.038851	0.045065	2.6049e-07	GOCC_DENDRITIC_TREE	SET	True	2.6049e-07	17008	2.9397930385700847e-06	0.000443041392	True	True	10.0	0.22624	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_L_TYPE_VOLTAGE_GATED_CA...	SET	12	1.8006	0.045428	0.35521	2.0204e-07	GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	SET	True	2.0204e-07	17008	2.9397930385700847e-06	0.00042953704	True	True	8.0	1.8006	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_NEURON_PROJECTION	SET	1255	0.14815	0.036942	0.030996	8.8476e-07	GOCC_NEURON_PROJECTION	SET	True	8.8476e-07	17008	2.9397930385700847e-06	0.0010031998720000002	True	True	15.0	0.14815	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_NEURON_TO_NEURON_SYNAPSE	SET	360	0.32129	0.043986	0.056495	6.5707e-09	GOCC_NEURON_TO_NEURON_SYNAPSE	SET	True	6.5707e-09	17008	2.9397930385700847e-06	5.58772328e-05	True	True	2.0	0.32129	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_POSTSYNAPSE	SET	621	0.23681	0.04228	0.043833	3.3268e-08	GOCC_POSTSYNAPSE	SET	True	3.3268e-08	17008	2.9397930385700847e-06	0.00014573183314285713	True	True	3.0	0.23681	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_POSTSYNAPTIC_MEMBRANE	SET	257	0.3741	0.043394	0.070201	5.0032e-08	GOCC_POSTSYNAPTIC_MEMBRANE	SET	True	5.0032e-08	17008	2.9397930385700847e-06	0.00014573183314285713	True	True	5.0	0.3741	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_POSTSYNAPTIC_SPECIALIZA...1	SET	342	0.36195	0.048322	0.058226	2.6036e-10	GOCC_POSTSYNAPTIC_SPECIALIZATION	SET	True	2.6036e-10	17008	2.9397930385700847e-06	4.4282028800000005e-06	True	True	1.0	0.36195	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_SOMATODENDRITIC_COMPART...	SET	788	0.19051	0.038139	0.038272	3.2476e-07	GOCC_SOMATODENDRITIC_COMPARTMENT	SET	True	3.2476e-07	17008	2.9397930385700847e-06	0.0004997659066666667	True	True	11.0	0.19051	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_SYNAPSE	SET	1366	0.14049	0.036431	0.029554	1.0071e-06	GOCC_SYNAPSE	SET	True	1.0071e-06	17008	2.9397930385700847e-06	0.0010705473000000001	True	True	16.0	0.14049	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOCC_SYNAPTIC_MEMBRANE	SET	363	0.30894	0.042468	0.058336	5.9979e-08	GOCC_SYNAPTIC_MEMBRANE	SET	True	5.9979e-08	17008	2.9397930385700847e-06	0.00014573183314285713	True	True	7.0	0.30894	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOMF_HIGH_VOLTAGE_GATED_CALC...	SET	23	1.1833	0.041318	0.25174	1.3089e-06	GOMF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	SET	True	1.3089e-06	17008	2.9397930385700847e-06	0.0013095159529411765	True	True	17.0	1.1833	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOMF_VOLTAGE_GATED_CALCIUM_C...2	SET	5	2.7269	0.044418	0.55991	5.6227e-07	GOMF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	SET	True	5.6227e-07	17008	2.9397930385700847e-06	0.0007356221661538461	True	True	13.0	2.7269	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	GOMF_VOLTAGE_GATED_MONOATOMI...2	SET	135	0.48837	0.041192	0.098427	3.5261e-07	GOMF_VOLTAGE_GATED_MONOATOMIC_CATION_CHANNEL_ACTIVITY	SET	True	3.5261e-07	17008	2.9397930385700847e-06	0.0004997659066666667	True	True	12.0	0.48837	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	NIKOLSKY_BREAST_CANCER_16Q24...	SET	52	1.3407	0.070337	0.25289	5.819e-08	NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON	SET	True	5.819e-08	17008	2.9397930385700847e-06	0.00014573183314285713	True	True	6.0	1.3407	True	True	True
EUR	SCZ	SCZ	EUR/SCZ	SCZ	inferred_exact	SCZ	strict_path_allowlist	competitive_gene_set	/home/ec2-user/project2/RESULTS/FUMA/FUMA/EUR/SCZ/magma.gsa.out	WP_NICOTINE_EFFECT_ON_CHROMA...	SET	4	2.6691	0.038887	0.58467	2.5134e-06	WP_NICOTINE_EFFECT_ON_CHROMAFFIN_CELLS	SET	True	2.5134e-06	17008	2.9397930385700847e-06	0.0021373953599999997	True	True	20.0	2.6691	True	True	True
