# TOTAL_GENES = 18841
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BANDRES_RESPONSE_TO_CARMUSTI...5         SET       9     -0.98348     -0.02149      0.40467      0.99245 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...6         SET      12     0.070062    0.0017676      0.25504      0.39177 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...7         SET      30     -0.21365   -0.0085186      0.19333      0.86544 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...8         SET      18      0.06234     0.001926      0.23378      0.39487 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP
BANG_VERTEPORFIN_ENDOMETRIAL...1         SET      14     0.090183    0.0024575      0.27381      0.37094 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN
BANG_VERTEPORFIN_ENDOMETRIAL...2         SET      18     -0.16226   -0.0050131      0.25593      0.73696 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP
BARIS_THYROID_CANCER_DN                  SET      54     0.001921    0.0001027      0.14058      0.49455 BARIS_THYROID_CANCER_DN
BARIS_THYROID_CANCER_UP                  SET      23    -0.074586   -0.0026044      0.20317      0.64323 BARIS_THYROID_CANCER_UP
BARRIER_CANCER_RELAPSE_NORMA...1         SET      28     -0.18461   -0.0071118      0.19449      0.82874 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN
BARRIER_CANCER_RELAPSE_NORMA...2         SET      31     0.013004   0.00052706      0.19792      0.47381 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP
BARRIER_CANCER_RELAPSE_TUMOR...1         SET      10     -0.20302   -0.0046762      0.29823      0.75198 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN
BARRIER_CANCER_RELAPSE_TUMOR...2         SET      15      0.30054    0.0084767      0.23319     0.098741 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP
BARRIER_COLON_CANCER_RECURRE...1         SET      15     -0.18866   -0.0053213      0.28932      0.74282 BARRIER_COLON_CANCER_RECURRENCE_DN
BARRIER_COLON_CANCER_RECURRE...2         SET      39     0.047961    0.0021799      0.16402      0.38499 BARRIER_COLON_CANCER_RECURRENCE_UP
BASAKI_YBX1_TARGETS_DN                   SET     365     0.015686     0.002162     0.056958      0.39151 BASAKI_YBX1_TARGETS_DN
BASAKI_YBX1_TARGETS_UP                   SET     273    -0.013037   -0.0015579     0.060282      0.58561 BASAKI_YBX1_TARGETS_UP
BASSO_B_LYMPHOCYTE_NETWORK               SET     138    -0.022955   -0.0019574     0.084881      0.60659 BASSO_B_LYMPHOCYTE_NETWORK
BASSO_CD40_SIGNALING_DN                  SET      69     0.072362    0.0043712      0.13473      0.29561 BASSO_CD40_SIGNALING_DN
BASSO_CD40_SIGNALING_UP                  SET      98   -0.0082043  -0.00059018      0.10514       0.5311 BASSO_CD40_SIGNALING_UP
BASSO_HAIRY_CELL_LEUKEMIA_DN             SET       5      0.40866    0.0066566       0.4402      0.17662 BASSO_HAIRY_CELL_LEUKEMIA_DN
BASSO_HAIRY_CELL_LEUKEMIA_UP             SET      77      0.11818      0.00754      0.12629      0.17469 BASSO_HAIRY_CELL_LEUKEMIA_UP
BAUS_TFF2_TARGETS_DN                     SET      11      0.55262     0.013349      0.33324     0.048637 BAUS_TFF2_TARGETS_DN
BAUS_TFF2_TARGETS_UP                     SET      31      0.24025    0.0097376      0.17434     0.084097 BAUS_TFF2_TARGETS_UP
BECKER_TAMOXIFEN_RESISTANCE_...1         SET      51     0.022028    0.0011445      0.14507      0.43966 BECKER_TAMOXIFEN_RESISTANCE_DN
BECKER_TAMOXIFEN_RESISTANCE_...2         SET      53      0.18875    0.0099971      0.14419     0.095274 BECKER_TAMOXIFEN_RESISTANCE_UP
BEGUM_TARGETS_OF_PAX3_FOXO1_...1         SET       7     0.081846    0.0015773      0.46508      0.43016 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3
BEGUM_TARGETS_OF_PAX3_FOXO1_...2         SET      45     -0.22448    -0.010958      0.16852      0.90858 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN
BEGUM_TARGETS_OF_PAX3_FOXO1_...3         SET      54      0.37469     0.020031      0.16076    0.0098881 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP
BEIER_GLIOMA_STEM_CELL_DN                SET      64     0.069149    0.0040234      0.12397       0.2885 BEIER_GLIOMA_STEM_CELL_DN
BEIER_GLIOMA_STEM_CELL_UP                SET      37     -0.10049   -0.0044491      0.17075      0.72191 BEIER_GLIOMA_STEM_CELL_UP
BENITEZ_GBM_PROTEASOME_INHIB...          SET      47      0.28719     0.014326      0.14508     0.023888 BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE
BENNETT_SYSTEMIC_LUPUS_ERYTH...          SET      27      0.17175    0.0064973      0.20323      0.19903 BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
BENPORATH_CYCLING_GENES                  SET     618     0.033028    0.0058829     0.041051      0.21055 BENPORATH_CYCLING_GENES
BENPORATH_EED_TARGETS                    SET     939      0.01245    0.0027094     0.038452      0.37305 BENPORATH_EED_TARGETS
BENPORATH_ES_1                           SET     352      0.03882    0.0052565     0.053615      0.23452 BENPORATH_ES_1
BENPORATH_ES_2                           SET      36     0.081199    0.0035461      0.15853      0.30426 BENPORATH_ES_2
BENPORATH_ES_CORE_NINE                   SET       8     -0.43005   -0.0088599      0.32849      0.90475 BENPORATH_ES_CORE_NINE
BENPORATH_ES_CORE_NINE_CORRE...          SET      96       0.2017     0.014361      0.10664     0.029294 BENPORATH_ES_CORE_NINE_CORRELATED
BENPORATH_ES_WITH_H3K27ME3               SET    1024      0.04097    0.0092884     0.036979      0.13396 BENPORATH_ES_WITH_H3K27ME3
BENPORATH_MYC_MAX_TARGETS                SET     726     0.033465    0.0064414     0.036669      0.18073 BENPORATH_MYC_MAX_TARGETS
BENPORATH_MYC_TARGETS_WITH_E...          SET     209    -0.030095   -0.0031521     0.070497      0.66527 BENPORATH_MYC_TARGETS_WITH_EBOX
BENPORATH_NANOG_TARGETS                  SET     939     0.052027     0.011322     0.035134     0.069338 BENPORATH_NANOG_TARGETS
BENPORATH_NOS_TARGETS                    SET     173     0.063841    0.0060895     0.079389      0.21066 BENPORATH_NOS_TARGETS
BENPORATH_OCT4_TARGETS                   SET     276     0.095449     0.011468     0.062456     0.063233 BENPORATH_OCT4_TARGETS
BENPORATH_PRC2_TARGETS                   SET     588     0.017997    0.0031294     0.049496      0.35808 BENPORATH_PRC2_TARGETS
BENPORATH_PROLIFERATION                  SET     145      0.10632    0.0092914     0.081796     0.096839 BENPORATH_PROLIFERATION
BENPORATH_SOX2_TARGETS                   SET     704     0.031108    0.0058999     0.040014      0.21846 BENPORATH_SOX2_TARGETS
BENPORATH_SUZ12_TARGETS                  SET     902   0.00095827    0.0002046     0.039477      0.49032 BENPORATH_SUZ12_TARGETS
BERENJENO_ROCK_SIGNALING_NOT...1         SET      48     0.084746    0.0042721      0.16843      0.30743 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN
