# MEAN_SAMPLE_SIZE = 74380
# TOTAL_GENES = 17852
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BECKER_TAMOXIFEN_RESISTANCE_...2         SET      51      0.15206    0.0081162      0.18819      0.20954 BECKER_TAMOXIFEN_RESISTANCE_UP
BEGUM_TARGETS_OF_PAX3_FOXO1_...1         SET       7      0.76004     0.015048      0.53372     0.077226 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3
BEGUM_TARGETS_OF_PAX3_FOXO1_...2         SET      41     0.018394    0.0008805      0.21357      0.46568 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN
BEGUM_TARGETS_OF_PAX3_FOXO1_...3         SET      53      0.18924     0.010296       0.2015      0.17383 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP
BEIER_GLIOMA_STEM_CELL_DN                SET      62    -0.021089   -0.0012407      0.14925      0.55618 BEIER_GLIOMA_STEM_CELL_DN
BEIER_GLIOMA_STEM_CELL_UP                SET      36     -0.25877    -0.011609      0.21161       0.8893 BEIER_GLIOMA_STEM_CELL_UP
BENITEZ_GBM_PROTEASOME_INHIB...          SET      45     -0.18593   -0.0093236      0.18985       0.8363 BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE
BENNETT_SYSTEMIC_LUPUS_ERYTH...          SET      25    -0.036982    -0.001383      0.28005      0.55253 BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
BENPORATH_CYCLING_GENES                  SET     591       0.1236     0.022115     0.051963    0.0086938 BENPORATH_CYCLING_GENES
BENPORATH_EED_TARGETS                    SET     909     0.016029    0.0035238     0.047691       0.3684 BENPORATH_EED_TARGETS
BENPORATH_ES_1                           SET     340    0.0080743    0.0011037     0.066753      0.45186 BENPORATH_ES_1
BENPORATH_ES_2                           SET      32     -0.33886    -0.014334      0.20382      0.95179 BENPORATH_ES_2
BENPORATH_ES_CORE_NINE                   SET       8      0.24015    0.0050828      0.39775        0.273 BENPORATH_ES_CORE_NINE
BENPORATH_ES_CORE_NINE_CORRE...          SET      91   0.00081988   5.8389e-05      0.12991      0.49748 BENPORATH_ES_CORE_NINE_CORRELATED
BENPORATH_ES_WITH_H3K27ME3               SET     988     0.018778    0.0042937     0.045911      0.34127 BENPORATH_ES_WITH_H3K27ME3
BENPORATH_MYC_MAX_TARGETS                SET     688      0.14408     0.027735     0.046346   0.00094082 BENPORATH_MYC_MAX_TARGETS
BENPORATH_MYC_TARGETS_WITH_E...          SET     203       0.0116      0.00123     0.086867      0.44688 BENPORATH_MYC_TARGETS_WITH_EBOX
BENPORATH_NANOG_TARGETS                  SET     897      0.08103     0.017702     0.044147     0.033228 BENPORATH_NANOG_TARGETS
BENPORATH_NOS_TARGETS                    SET     168      0.11604     0.011204     0.099118      0.12087 BENPORATH_NOS_TARGETS
BENPORATH_OCT4_TARGETS                   SET     266     0.091286      0.01106     0.079764      0.12623 BENPORATH_OCT4_TARGETS
BENPORATH_PRC2_TARGETS                   SET     566     0.059592     0.010442     0.061239      0.16526 BENPORATH_PRC2_TARGETS
BENPORATH_PROLIFERATION                  SET     141      0.11525     0.010203     0.098039      0.11989 BENPORATH_PROLIFERATION
BENPORATH_SOX2_TARGETS                   SET     674      0.11798     0.022488     0.050867     0.010192 BENPORATH_SOX2_TARGETS
BENPORATH_SUZ12_TARGETS                  SET     868     0.066005     0.014196     0.049019     0.089077 BENPORATH_SUZ12_TARGETS
BERENJENO_ROCK_SIGNALING_NOT...1         SET      45      0.15282    0.0076634      0.20339      0.22621 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN
BERENJENO_ROCK_SIGNALING_NOT...2         SET      27     -0.66543     -0.02586      0.24764      0.99639 BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP
BERENJENO_TRANSFORMED_BY_RHO...1         SET     362    -0.080314     -0.01132     0.068064      0.88099 BERENJENO_TRANSFORMED_BY_RHOA_DN
BERENJENO_TRANSFORMED_BY_RHO...2         SET      28      0.15095    0.0059738      0.24903      0.27221 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN
BERENJENO_TRANSFORMED_BY_RHO...3         SET      19     -0.45823    -0.014942      0.32141      0.92301 BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP
BERENJENO_TRANSFORMED_BY_RHO...4         SET      27      0.12365    0.0048052      0.27981      0.32928 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN
BERENJENO_TRANSFORMED_BY_RHO...5         SET       8    -0.062904   -0.0013314      0.48299      0.55181 BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP
BERENJENO_TRANSFORMED_BY_RHO...6         SET     507     0.044068    0.0073206     0.054555      0.20962 BERENJENO_TRANSFORMED_BY_RHOA_UP
BERGER_MBD2_TARGETS                      SET       4      -0.5427   -0.0081229      0.71796      0.77514 BERGER_MBD2_TARGETS
BERNARD_PPAPDC1B_TARGETS_DN              SET      55      0.22325     0.012373      0.18433      0.11293 BERNARD_PPAPDC1B_TARGETS_DN
BERNARD_PPAPDC1B_TARGETS_UP              SET      34       0.1291    0.0056287      0.20676       0.2662 BERNARD_PPAPDC1B_TARGETS_UP
BERTUCCI_INVASIVE_CARCINOMA_...1         SET      43      -0.2399     -0.01176      0.20441      0.87972 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN
BERTUCCI_INVASIVE_CARCINOMA_...2         SET      22      0.81442     0.028573      0.28707    0.0022796 BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP
BERTUCCI_MEDULLARY_VS_DUCTAL...1         SET     158     -0.22965     -0.02151      0.10633       0.9846 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN
BERTUCCI_MEDULLARY_VS_DUCTAL...2         SET     176      0.27957     0.027623     0.096252    0.0018412 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP
BHATI_G2M_ARREST_BY_2METHOXY...1         SET     112     0.080086    0.0063236      0.11657      0.24603 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN
