ancestry	pleio_model	result_type	term	full_name	expected_constituent_traits	available_constituent_traits	missing_constituent_traits	comparison_complete	pleio_tested	pleio_n_genes	pleio_beta	pleio_beta_std	pleio_se	pleio_p	pleio_p_bh	pleio_bonf_threshold	pleio_bonf_sig_positive	pleio_fdr_sig_positive	ea_tested	ea_n_genes	ea_beta	ea_beta_std	ea_se	ea_p	ea_p_bh	ea_bonf_threshold	ea_bonf_sig_positive	ea_fdr_sig_positive	ea_same_beta_sign	cf_tested	cf_n_genes	cf_beta	cf_beta_std	cf_se	cf_p	cf_p_bh	cf_bonf_threshold	cf_bonf_sig_positive	cf_fdr_sig_positive	cf_same_beta_sign	mdd_tested	mdd_n_genes	mdd_beta	mdd_beta_std	mdd_se	mdd_p	mdd_p_bh	mdd_bonf_threshold	mdd_bonf_sig_positive	mdd_fdr_sig_positive	mdd_same_beta_sign	scz_tested	scz_n_genes	scz_beta	scz_beta_std	scz_se	scz_p	scz_p_bh	scz_bonf_threshold	scz_bonf_sig_positive	scz_fdr_sig_positive	scz_same_beta_sign	n_available_constituent_traits	n_missing_constituent_traits	n_constituent_bonf_sig	constituent_traits_bonf_sig	any_constituent_bonf_sig	classification_bonferroni	n_constituent_fdr_sig	constituent_traits_fdr_sig	any_constituent_fdr_sig	classification_fdr
EUR	FOURTRAIT	competitive_gene_set	VERHAAK_GLIOBLASTOMA_PRONEUR...	VERHAAK_GLIOBLASTOMA_PRONEURAL	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	153.0	0.62577	0.056808	0.13479	1.7345e-06	0.0007564198974358	2.9397930385700847e-06	True	True	True	156	0.29533	0.026684	0.10309	0.0020891	0.1465074397540983	2.9396202010700218e-06	False	False	True	True	155.0	0.43927	0.039698	0.087469	2.5827e-07	0.0004640091636363	2.9397930385700847e-06	True	True	True	True	153.0	0.22063	0.019974	0.091702	0.0080707	0.59681072	2.9397930385700847e-06	False	False	True	True	155.0	0.23421	0.021156	0.090021	0.0046424	0.3538495502222222	2.9397930385700847e-06	False	False	True	4	0	1	CF	True	PLEIO_shared_with_available_constituent	1	CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	BIOCARTA_FLUMAZENIL_PATHWAY	BIOCARTA_FLUMAZENIL_PATHWAY	EA;CF;MDD	EA;CF;MDD		True	True	8.0	3.3722	0.070349	0.55703	7.2279e-10	4.09773744e-06	2.9397930385700847e-06	True	True	True	8	2.7269	0.056016	0.39969	4.6095e-12	7.840298549999999e-08	2.9396202010700218e-06	True	True	True	True	8.0	1.2653	0.026081	0.38569	0.00051874	0.0840259992380952	2.9397930385700847e-06	False	False	True	True	8.0	0.99118	0.0206	0.37957	0.0045142	0.4859336303797468	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	BIOCARTA_FREE_PATHWAY	BIOCARTA_FREE_PATHWAY	EA;CF;MDD	EA;CF;MDD		True	True	9.0	2.2952	0.050785	0.48301	1.0163e-06	0.0005817833290322	2.9397930385700847e-06	True	True	True	9	2.2502	0.049026	0.35375	1.0261e-10	8.72646745e-07	2.9396202010700218e-06	True	True	True	True	9.0	0.66118	0.014455	0.31704	0.018522	0.4757109381598794	2.9397930385700847e-06	False	False	True	True	9.0	0.9442	0.020813	0.32083	0.0016276	0.3042002285714286	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	DAWSON_METHYLATED_IN_LYMPHOM...	DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	EA;CF;MDD	EA;CF;MDD		True	True	55.0	1.1791	0.064413	0.24841	1.0433e-06	0.0005817833290322	2.9397930385700847e-06	True	True	True	57	0.50874	0.027859	0.18774	0.0033685	0.200676463986014	2.9396202010700218e-06	False	False	True	True	57.0	0.3279	0.018017	0.16622	0.024272	0.5199221360201511	2.9397930385700847e-06	False	False	True	True	56.0	0.77158	0.042372	0.16945	2.656e-06	0.01436113	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	MDD	True	PLEIO_shared_with_available_constituent	1	MDD	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_CELL_MORPHOGENESIS	GOBP_CELL_MORPHOGENESIS	EA;CF;MDD	EA;CF;MDD		True	True	864.0	0.28353	0.06002	0.055285	1.4768e-07	0.0001321969178947	2.9397930385700847e-06	True	True	True	875	0.23346	0.048994	0.044508	7.8879e-08	0.0001219684464545	2.9396202010700218e-06	True	True	True	True	872.0	0.18871	0.039665	0.037762	2.9357e-07	0.0004640091636363	2.9397930385700847e-06	True	True	True	True	867.0	0.072634	0.015346	0.037657	0.026885	0.8213360693240901	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_CELL_PART_MORPHOGENESIS	GOBP_CELL_PART_MORPHOGENESIS	EA;CF;MDD	EA;CF;MDD		True	True	608.0	0.36042	0.06447	0.066321	2.7856e-08	5.9221856e-05	2.9397930385700847e-06	True	True	True	617	0.29142	0.051721	0.05244	1.39e-08	3.377501428571428e-05	2.9396202010700218e-06	True	True	True	True	614.0	0.22095	0.03925	0.045024	4.6567e-07	0.0006600096133333	2.9397930385700847e-06	True	True	True	True	609.0	0.082419	0.014701	0.045115	0.033868	0.8348216579710146	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_GENERATION_OF_NEURONS	GOBP_GENERATION_OF_NEURONS	EA;CF;MDD	EA;CF;MDD		True	True	1329.0	0.24709	0.064005	0.044713	1.6614e-08	4.203405714285714e-05	2.9397930385700847e-06	True	True	True	1356	0.19497	0.050253	0.035845	2.7088e-08	5.7592474e-05	2.9396202010700218e-06	True	True	True	True	1352.0	0.21381	0.055207	0.030536	1.3087e-12	2.2258369600000002e-08	2.9397930385700847e-06	True	True	True	True	1336.0	0.076267	0.019735	0.030397	0.0060585	0.5383203797979798	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_MAMMARY_GLAND_EPITHELIA...2	GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	EA;CF;MDD	EA;CF;MDD		True	True	24.0	1.6744	0.060477	0.34408	5.7328e-07	0.0003900138496	2.9397930385700847e-06	True	True	True	25	1.3221	0.047989	0.26181	2.2317e-07	0.000237243658125	2.9396202010700218e-06	True	True	True	True	25.0	0.16322	0.0059446	0.22569	0.23478	0.9111622328548644	2.9397930385700847e-06	False	False	True	True	24.0	0.25488	0.009171	0.23555	0.13962	1.0	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_NEUROGENESIS	GOBP_NEUROGENESIS	EA;CF;MDD	EA;CF;MDD		True	True	1543.0	0.21849	0.060599	0.041386	6.5652e-08	7.813588586666667e-05	2.9397930385700847e-06	True	True	True	1570	0.18614	0.05131	0.0333	1.1526e-08	3.2932258833333336e-05	2.9396202010700218e-06	True	True	True	True	1566.0	0.18017	0.049759	0.028306	1.0007e-10	8.5099528e-07	2.9397930385700847e-06	True	True	True	True	1550.0	0.071461	0.019793	0.02829	0.0057727	0.5278606537634409	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_NEURON_DEVELOPMENT	GOBP_NEURON_DEVELOPMENT	EA;CF;MDD	EA;CF;MDD		True	True	1019.0	0.23637	0.054098	0.050362	1.3545e-06	0.000698101090909	2.9397930385700847e-06	True	True	True	1038	0.20538	0.046732	0.040515	2.017e-07	0.0002287143533333	2.9396202010700218e-06	True	True	True	True	1035.0	0.18464	0.042091	0.03424	3.5162e-08	0.0001196070592	2.9397930385700847e-06	True	True	True	True	1024.0	0.047282	0.010808	0.034197	0.083399	0.97649819372442	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_REGULATION_OF_MAMMARY_G...	GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	EA;CF;MDD	EA;CF;MDD		True	True	15.0	2.0219	0.057746	0.40993	4.1036e-07	0.0003034522991304	2.9397930385700847e-06	True	True	True	15	1.6075	0.045208	0.32038	2.6413e-07	0.0002642698335294	2.9396202010700218e-06	True	True	True	True	15.0	0.36084	0.010182	0.27019	0.090863	0.7982427190082644	2.9397930385700847e-06	False	False	True	True	15.0	0.13176	0.003749	0.28109	0.31963	1.0	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_RESPONSE_TO_FOLIC_ACID	GOBP_RESPONSE_TO_FOLIC_ACID	EA;CF;MDD	EA;CF;MDD		True	True	11.0	2.3536	0.057571	0.47671	4.0015e-07	0.0003034522991304	2.9397930385700847e-06	True	True	True	11	2.5053	0.06034	0.40563	3.3543e-10	1.90177629e-06	2.9396202010700218e-06	True	True	True	True	11.0	0.70951	0.017147	0.35801	0.023757	0.5159958880407125	2.9397930385700847e-06	False	False	True	True	11.0	0.86547	0.02109	0.36599	0.0090279	0.6148119872	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_RESPONSE_TO_SYMBIONT	GOBP_RESPONSE_TO_SYMBIONT	EA;CF;MDD	EA;CF;MDD		True	True	5.0	3.6906	0.060873	0.6546	8.7443e-09	2.974461088e-05	2.9397930385700847e-06	True	True	True	5	1.8839	0.030596	0.39902	1.1806e-06	0.0008367010583333	2.9396202010700218e-06	True	True	True	True	5.0	1.5575	0.025382	0.46344	0.00038943	0.0704619727659574	2.9397930385700847e-06	False	False	True	True	5.0	0.97938	0.016093	0.4577	0.016194	0.7301802947368421	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_SYNAPSE_ORGANIZATION	GOBP_SYNAPSE_ORGANIZATION	EA;CF;MDD	EA;CF;MDD		True	True	421.0	0.35585	0.053244	0.078141	2.6514e-06	0.0012429871599999	2.9397930385700847e-06	True	True	True	424	0.29615	0.0438	0.062841	1.2313e-06	0.000837727268	2.9396202010700218e-06	True	True	True	True	423.0	0.29533	0.043773	0.052761	1.1046e-08	6.2623456e-05	2.9397930385700847e-06	True	True	True	True	423.0	0.15657	0.023395	0.052787	0.0015105	0.2886582471910112	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOCC_NEURON_PROJECTION	GOCC_NEURON_PROJECTION	EA;CF;MDD	EA;CF;MDD		True	True	1246.0	0.21017	0.052843	0.045466	1.909e-06	0.0009549491764705	2.9397930385700847e-06	True	True	True	1257	0.12464	0.031018	0.036749	0.00034813	0.0506097706837606	2.9396202010700218e-06	False	False	True	True	1255.0	0.15175	0.037857	0.031259	6.0807e-07	0.0007955426584615	2.9397930385700847e-06	True	True	True	True	1248.0	0.083969	0.021054	0.031137	0.003504	0.4382061176470588	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	CF	True	PLEIO_shared_with_available_constituent	1	CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOCC_NEURON_TO_NEURON_SYNAPSE	GOCC_NEURON_TO_NEURON_SYNAPSE	EA;CF;MDD	EA;CF;MDD		True	True	359.0	0.43343	0.059991	0.083175	9.499e-08	9.50347011764706e-05	2.9397930385700847e-06	True	True	True	360	0.35258	0.048132	0.067895	1.046e-07	0.0001344925928571	2.9396202010700218e-06	True	True	True	True	360.0	0.24908	0.034116	0.056988	6.2278e-06	0.005034436032	2.9397930385700847e-06	False	True	True	True	359.0	0.19491	0.026877	0.0569	0.00030765	0.1319091885714285	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOCC_POSTSYNAPSE	GOCC_POSTSYNAPSE	EA;CF;MDD	EA;CF;MDD		True	True	618.0	0.34643	0.062457	0.064392	3.775e-08	5.9668316e-05	2.9397930385700847e-06	True	True	True	622	0.26819	0.047782	0.051749	1.107e-07	0.0001344925928571	2.9396202010700218e-06	True	True	True	True	622.0	0.19137	0.03421	0.044168	7.4001e-06	0.005034436032	2.9397930385700847e-06	False	True	True	True	620.0	0.16951	0.030497	0.043729	5.3218e-05	0.0454819432	2.9397930385700847e-06	False	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	3	EA;CF;MDD	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOCC_POSTSYNAPTIC_SPECIALIZA...1	GOCC_POSTSYNAPTIC_SPECIALIZATION	EA;CF;MDD	EA;CF;MDD		True	True	341.0	0.4072	0.054957	0.085849	1.0604e-06	0.0005817833290322	2.9397930385700847e-06	True	True	True	342	0.33453	0.044533	0.06961	7.7693e-07	0.0005807612121739	2.9396202010700218e-06	True	True	True	True	342.0	0.23618	0.031546	0.058776	2.9426e-05	0.011639009488372	2.9397930385700847e-06	False	True	True	True	341.0	0.21605	0.02905	0.05859	0.00011365	0.0743445846153846	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOCC_SYNAPSE	GOCC_SYNAPSE	EA;CF;MDD	EA;CF;MDD		True	True	1347.0	0.22158	0.057755	0.044023	2.4355e-07	0.0001972523047619	2.9397930385700847e-06	True	True	True	1371	0.16827	0.043593	0.03503	7.8532e-07	0.0005807612121739	2.9396202010700218e-06	True	True	True	True	1367.0	0.12307	0.03194	0.029647	1.6613e-05	0.0083104089411764	2.9397930385700847e-06	False	True	True	True	1354.0	0.12409	0.032308	0.02994	1.7108e-05	0.0240126793846153	2.9397930385700847e-06	False	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	3	EA;CF;MDD	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	REACTOME_SYNTHESIS_OF_5_EICO...	REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	EA;CF;MDD	EA;CF;MDD		True	True	9.0	2.4324	0.05382	0.53655	2.9233e-06	0.0012429871599999	2.9397930385700847e-06	True	True	True	9	1.8059	0.039346	0.39043	1.8819e-06	0.0011855273	2.9396202010700218e-06	True	True	True	True	9.0	0.81805	0.017884	0.32116	0.005434	0.2962226666666666	2.9397930385700847e-06	False	False	True	True	9.0	0.44494	0.0098079	0.37497	0.1177	0.9916754576603036	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	BIOCARTA_FLUMAZENIL_PATHWAY	BIOCARTA_FLUMAZENIL_PATHWAY	EA;CF;SCZ	EA;CF;SCZ		True	True	8.0	2.8635	0.059737	0.56315	1.8602e-07	0.000164790512	2.9397930385700847e-06	True	True	True	8	2.7269	0.056016	0.39969	4.6095e-12	7.840298549999999e-08	2.9396202010700218e-06	True	True	True	True	8.0	1.2653	0.026081	0.38569	0.00051874	0.0840259992380952	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	8.0	0.16313	0.0033609	0.3543	0.3226	0.9969137546076884	2.9397930385700847e-06	False	False	True	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_CELLULAR_COMPONENT_MORP...	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	EA;CF;SCZ	EA;CF;SCZ		True	True	715.0	0.2814	0.05442	0.061779	2.6382e-06	0.0015623900689655	2.9397930385700847e-06	True	True	True	725	0.22008	0.042215	0.048175	2.4743e-06	0.0014512196103448	2.9396202010700218e-06	True	True	True	True	722.0	0.17777	0.034143	0.041455	9.0509e-06	0.0054977752571428	2.9397930385700847e-06	False	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	723.0	0.079638	0.015299	0.040955	0.025925	0.6867967306501549	2.9397930385700847e-06	False	False	True	3	0	1	EA	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_CELL_MORPHOGENESIS	GOBP_CELL_MORPHOGENESIS	EA;CF;SCZ	EA;CF;SCZ		True	True	864.0	0.30079	0.063673	0.055869	3.6975e-08	4.491934285714285e-05	2.9397930385700847e-06	True	True	True	875	0.23346	0.048994	0.044508	7.8879e-08	0.0001219684464545	2.9396202010700218e-06	True	True	True	True	872.0	0.18871	0.039665	0.037762	2.9357e-07	0.0004640091636363	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	873.0	0.06595	0.013864	0.037307	0.03856	0.7377895290251917	2.9397930385700847e-06	False	False	True	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_CELL_MORPHOGENESIS_INVO...	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	EA;CF;SCZ	EA;CF;SCZ		True	True	577.0	0.33373	0.058203	0.068223	5.0461e-07	0.0003901094036363	2.9397930385700847e-06	True	True	True	585	0.2794	0.048325	0.053791	1.0401e-07	0.0001344925928571	2.9396202010700218e-06	True	True	True	True	582.0	0.17503	0.030299	0.046224	7.6616e-05	0.0232693737142857	2.9397930385700847e-06	False	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	583.0	0.089178	0.015443	0.045493	0.024991	0.6767237138314786	2.9397930385700847e-06	False	False	True	3	0	1	EA	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_CELL_PART_MORPHOGENESIS	GOBP_CELL_PART_MORPHOGENESIS	EA;CF;SCZ	EA;CF;SCZ		True	True	608.0	0.38188	0.068308	0.067021	6.1681e-09	1.7484507466666667e-05	2.9397930385700847e-06	True	True	True	617	0.29142	0.051721	0.05244	1.39e-08	3.377501428571428e-05	2.9396202010700218e-06	True	True	True	True	614.0	0.22095	0.03925	0.045024	4.6567e-07	0.0006600096133333	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	615.0	0.093804	0.016669	0.044377	0.017273	0.600776487804878	2.9397930385700847e-06	False	False	True	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_CENTRAL_NERVOUS_SYSTEM_...1	GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	EA;CF;SCZ	EA;CF;SCZ		True	True	982.0	0.23724	0.053361	0.052108	2.664e-06	0.0015623900689655	2.9397930385700847e-06	True	True	True	1002	0.16753	0.037491	0.040836	2.0518e-05	0.00717303548	2.9396202010700218e-06	False	True	True	True	998.0	0.18411	0.041255	0.035231	8.7693e-08	0.0002130689348571	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	996.0	0.11619	0.025999	0.034644	0.00039939	0.0828393307317073	2.9397930385700847e-06	False	False	True	3	0	1	CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_GENERATION_OF_NEURONS	GOBP_GENERATION_OF_NEURONS	EA;CF;SCZ	EA;CF;SCZ		True	True	1329.0	0.25066	0.064929	0.045189	1.4765e-08	2.7902568888888893e-05	2.9397930385700847e-06	True	True	True	1356	0.19497	0.050253	0.035845	2.7088e-08	5.7592474e-05	2.9396202010700218e-06	True	True	True	True	1352.0	0.21381	0.055207	0.030536	1.3087e-12	2.2258369600000002e-08	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	1351.0	0.10367	0.026747	0.030148	0.00029298	0.0664400511999999	2.9397930385700847e-06	False	False	True	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_HEAD_DEVELOPMENT	GOBP_HEAD_DEVELOPMENT	EA;CF;SCZ	EA;CF;SCZ		True	True	760.0	0.27025	0.053814	0.058933	2.2791e-06	0.0014356641777777	2.9397930385700847e-06	True	True	True	775	0.18389	0.03642	0.046017	3.2309e-05	0.0091590630166666	2.9396202010700218e-06	False	True	True	True	772.0	0.20628	0.040911	0.039756	1.0711e-07	0.00022771586	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	771.0	0.13227	0.026205	0.038967	0.00034452	0.0741721032911392	2.9397930385700847e-06	False	False	True	3	0	1	CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_NEUROGENESIS	GOBP_NEUROGENESIS	EA;CF;SCZ	EA;CF;SCZ		True	True	1543.0	0.23203	0.064354	0.041823	1.4681e-08	2.7902568888888893e-05	2.9397930385700847e-06	True	True	True	1570	0.18614	0.05131	0.0333	1.1526e-08	3.2932258833333336e-05	2.9396202010700218e-06	True	True	True	True	1566.0	0.18017	0.049759	0.028306	1.0007e-10	8.5099528e-07	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	1565.0	0.098311	0.027132	0.028002	0.00022393	0.0573626531343283	2.9397930385700847e-06	False	False	True	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_NEURON_DEVELOPMENT	GOBP_NEURON_DEVELOPMENT	EA;CF;SCZ	EA;CF;SCZ		True	True	1019.0	0.25838	0.059136	0.050892	1.9378e-07	0.000164790512	2.9397930385700847e-06	True	True	True	1038	0.20538	0.046732	0.040515	2.017e-07	0.0002287143533333	2.9396202010700218e-06	True	True	True	True	1035.0	0.18464	0.042091	0.03424	3.5162e-08	0.0001196070592	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	1036.0	0.083775	0.019097	0.033818	0.0066255	0.428019747368421	2.9397930385700847e-06	False	False	True	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_RESPONSE_TO_SYMBIONT	GOBP_RESPONSE_TO_SYMBIONT	EA;CF;SCZ	EA;CF;SCZ		True	True	5.0	3.1947	0.052693	0.66174	6.9681e-07	0.0004861634751999	2.9397930385700847e-06	True	True	True	5	1.8839	0.030596	0.39902	1.1806e-06	0.0008367010583333	2.9396202010700218e-06	True	True	True	True	5.0	1.5575	0.025382	0.46344	0.00038943	0.0704619727659574	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	5.0	0.041547	0.00067675	0.453	0.46346	0.9969137546076884	2.9397930385700847e-06	False	False	True	3	0	1	EA	True	PLEIO_shared_with_available_constituent	1	EA	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOBP_SYNAPSE_ORGANIZATION	GOBP_SYNAPSE_ORGANIZATION	EA;CF;SCZ	EA;CF;SCZ		True	True	421.0	0.41821	0.062574	0.078955	5.9702e-08	6.769410773333334e-05	2.9397930385700847e-06	True	True	True	424	0.29615	0.0438	0.062841	1.2313e-06	0.000837727268	2.9396202010700218e-06	True	True	True	True	423.0	0.29533	0.043773	0.052761	1.1046e-08	6.2623456e-05	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	423.0	0.18673	0.027664	0.052027	0.00016635	0.0463816524590164	2.9397930385700847e-06	False	True	True	3	0	2	EA;CF	True	PLEIO_shared_with_available_constituent	3	EA;CF;SCZ	True	PLEIO_shared_with_available_constituent
EUR	SCZ_3TRAIT	competitive_gene_set	GOCC_DENDRITIC_TREE	GOCC_DENDRITIC_TREE	EA;CF;SCZ	EA;CF;SCZ		True	True	569.0	0.34365	0.059531	0.067396	1.7263e-07	0.0001631161688888	2.9397930385700847e-06	True	True	True	574	0.17306	0.029659	0.053368	0.00059311	0.0710437182394366	2.9396202010700218e-06	False	False	True	True	574.0	0.24351	0.04187	0.045585	4.6611e-08	0.000132126648	2.9397930385700847e-06	True	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	573.0	0.22624	0.038851	0.045065	2.6049e-07	0.000443041392	2.9397930385700847e-06	True	True	True	3	0	2	CF;SCZ	True	PLEIO_shared_with_available_constituent	2	CF;SCZ	True	PLEIO_shared_with_available_constituent
